School Year,Division Number,Division Name,School Number,School Name,Total Count
2019-2020,1,Accomack County ,701,Accawmacke Elementary,              55
2019-2020,1,Accomack County ,540,Arcadia High,              94
2019-2020,1,Accomack County ,704,Arcadia Middle ,              83
2019-2020,1,Accomack County ,80,Chincoteague Elementary,              30
2019-2020,1,Accomack County ,580,Chincoteague High,              39
2019-2020,1,Accomack County ,600,Kegotank Elementary,             115
2019-2020,1,Accomack County ,702,Metompkin Elementary,              75
2019-2020,1,Accomack County ,70,Nandua High,             107
2019-2020,1,Accomack County ,703,Nandua Middle,              76
2019-2020,1,Accomack County ,590,Pungoteague Elementary,              76
2019-2020,1,Accomack County ,530,Tangier Combined,<
2019-2020,2,Albemarle County ,160,Agnor-Hurt Elementary,              73
2019-2020,2,Albemarle County ,1060,Albemarle County Community Public Charter,<
2019-2020,2,Albemarle County ,880,Albemarle High,             254
2019-2020,2,Albemarle County ,1053,Baker-Butler Elem,              93
2019-2020,2,Albemarle County ,100,Broadus Wood Elementary,              42
2019-2020,2,Albemarle County ,941,Brownsville Elementary,              87
2019-2020,2,Albemarle County ,340,Crozet Elementary,              33
2019-2020,2,Albemarle County ,10,Hollymead Elementary,              65
2019-2020,2,Albemarle County ,950,Jack Jouett Middle,              75
2019-2020,2,Albemarle County ,69,Jackson P. Burley Middle,              92
2019-2020,2,Albemarle County ,942,Joseph T. Henley Middle,              96
2019-2020,2,Albemarle County ,20,Leslie H. Walton Middle,              58
2019-2020,2,Albemarle County ,40,Mary Carr Greer Elementary,              87
2019-2020,2,Albemarle County ,250,Meriwether Lewis Elementary,              45
2019-2020,2,Albemarle County ,1052,Monticello High,             185
2019-2020,2,Albemarle County ,1051,Mortimer Y. Sutherland Middle,              68
2019-2020,2,Albemarle County ,890,Murray High,              28
2019-2020,2,Albemarle County ,150,Paul H. Cale Elementary,             134
2019-2020,2,Albemarle County ,540,Red Hill Elementary,              43
2019-2020,2,Albemarle County ,30,Scottsville Elementary,              35
2019-2020,2,Albemarle County ,920,Stone Robinson Elementary,              82
2019-2020,2,Albemarle County ,240,Stony Point Elementary,              27
2019-2020,2,Albemarle County ,910,Virginia L. Murray Elementary,              26
2019-2020,2,Albemarle County ,140,Western Albemarle High,             144
2019-2020,2,Albemarle County ,930,Woodbrook Elementary,              74
2019-2020,101,Alexandria City ,1590,Canterbury Woods Elementary,<
2019-2020,101,Alexandria City ,120,Charles Barrett Elementary,             102
2019-2020,101,Alexandria City ,160,Cora Kelly Magnet Elementary,              60
2019-2020,101,Alexandria City ,110,Douglas Macarthur Elementary,              72
2019-2020,101,Alexandria City ,360,Early Childhood Center,              65
2019-2020,101,Alexandria City ,350,Ferdinand T. Day Elementary,              37
2019-2020,101,Alexandria City ,140,Francis C. Hammond Middle,             139
2019-2020,101,Alexandria City ,490,Freedom Hill Elementary,<
2019-2020,101,Alexandria City ,100,George Mason Elementary,              38
2019-2020,101,Alexandria City ,130,George Washington Middle,             193
2019-2020,101,Alexandria City ,220,James K. Polk Elementary,              87
2019-2020,101,Alexandria City ,90,Jefferson-Houston Elementary,             118
2019-2020,101,Alexandria City ,230,John Adams Elementary,              91
2019-2020,101,Alexandria City ,80,Lyles-Crouch Elementary,              50
2019-2020,101,Alexandria City ,60,Maury Elementary,              54
2019-2020,101,Alexandria City ,30,Mount Vernon Elementary,              79
2019-2020,101,Alexandria City ,50,Patrick Henry Elementary,              83
2019-2020,101,Alexandria City ,333,Samuel W. Tucker Elementary,              84
2019-2020,101,Alexandria City ,210,T.C. Williams High,             432
2019-2020,101,Alexandria City ,190,William Ramsay Elementary,              66
2019-2020,3,Alleghany County ,310,Alleghany High,              80
2019-2020,3,Alleghany County ,110,Callaghan Elementary,              28
2019-2020,3,Alleghany County ,1040,Clifton Middle,              69
2019-2020,3,Alleghany County ,1041,Mountain View Elementary,              91
2019-2020,3,Alleghany County ,90,Sharon Elementary,              36
2019-2020,4,Amelia County ,220,Amelia County Elementary,              92
2019-2020,4,Amelia County ,10,Amelia County High,              72
2019-2020,4,Amelia County ,210,Amelia County Middle,              63
2019-2020,4,Amelia County ,290,George Mason Elementary,<
2019-2020,5,Amherst County ,780,Amelon Elementary,              64
2019-2020,5,Amherst County ,750,Amherst County High,             161
2019-2020,5,Amherst County ,790,Amherst Elementary,              36
2019-2020,5,Amherst County ,670,Amherst Middle,              58
2019-2020,5,Amherst County ,770,Central Elementary,              78
2019-2020,5,Amherst County ,760,Elon Elementary,              57
2019-2020,5,Amherst County ,500,Madison Heights Elementary,              48
2019-2020,5,Amherst County ,20,Monelison Middle,              73
2019-2020,5,Amherst County ,740,Temperance Elementary,              10
2019-2020,6,Appomattox County ,260,Appomattox County High,              84
2019-2020,6,Appomattox County ,110,Appomattox Elementary,              53
2019-2020,6,Appomattox County ,160,Appomattox Middle,              45
2019-2020,6,Appomattox County ,250,Appomattox Primary,              72
2019-2020,7,Arlington County ,350,Abingdon Elementary,             115
2019-2020,7,Arlington County ,160,Alice West Fleet Elementary,             111
2019-2020,7,Arlington County ,618,Arlington Community High,<
2019-2020,7,Arlington County ,613,Arlington Science Focus,              61
2019-2020,7,Arlington County ,470,Arlington Traditional,              57
2019-2020,7,Arlington County ,490,Ashlawn Elementary,             101
2019-2020,7,Arlington County ,150,Barcroft Elementary,              80
2019-2020,7,Arlington County ,250,Barrett Elementary,             144
2019-2020,7,Arlington County ,615,Campbell Elementary,              88
2019-2020,7,Arlington County ,90,Carlin Springs Elementary,             100
2019-2020,7,Arlington County ,622,Claremont Immersion,              76
2019-2020,7,Arlington County ,626,Discovery Elementary,             103
2019-2020,7,Arlington County ,628,Dorothy Hamm Middle,              97
2019-2020,7,Arlington County ,200,Dr. Charles R. Drew Elementary,             121
2019-2020,7,Arlington County ,111,Francis Scott Key Elementary,              63
2019-2020,7,Arlington County ,100,Glebe Elementary,              77
2019-2020,7,Arlington County ,611,Gunston Middle,             176
2019-2020,7,Arlington County ,614,Hoffman-Boston Elementary,              81
2019-2020,7,Arlington County ,37,Integration Station,              41
2019-2020,7,Arlington County ,440,Jamestown Elementary,              93
2019-2020,7,Arlington County ,180,Jefferson Middle,             221
2019-2020,7,Arlington County ,500,Kenmore Middle,             215
2019-2020,7,Arlington County ,460,Long Branch Elementary,              63
2019-2020,7,Arlington County ,380,McKinley Elementary,              67
2019-2020,7,Arlington County ,627,Montessori Public School of Arlington,              49
2019-2020,7,Arlington County ,410,Nottingham Elementary,              57
2019-2020,7,Arlington County ,360,Oakridge Elementary,              53
2019-2020,7,Arlington County ,510,Randolph Elementary,              74
2019-2020,7,Arlington County ,240,Swanson Middle,             138
2019-2020,7,Arlington County ,420,Taylor Elementary,              83
2019-2020,7,Arlington County ,211,Tuckahoe Elementary,              59
2019-2020,7,Arlington County ,450,Wakefield High,             474
2019-2020,7,Arlington County ,80,Washington-Liberty High,             377
2019-2020,7,Arlington County ,480,Williamsburg Middle,             109
2019-2020,7,Arlington County ,330,Yorktown High,             420
2019-2020,8,Augusta County ,212,Beverley Manor Middle,              66
2019-2020,8,Augusta County ,660,Buffalo Gap High,              58
2019-2020,8,Augusta County ,30,Cassell Elementary,              71
2019-2020,8,Augusta County ,140,Churchville Elementary,              28
2019-2020,8,Augusta County ,370,Craigsville Elementary,              18
2019-2020,8,Augusta County ,842,Edward G. Clymore Elementary,              53
2019-2020,8,Augusta County ,670,Fort Defiance High,              66
2019-2020,8,Augusta County ,843,Guy K. Stump Elementary,              33
2019-2020,8,Augusta County ,40,North River Elementary,              22
2019-2020,8,Augusta County ,740,Riverheads Elementary,              52
2019-2020,8,Augusta County ,680,Riverheads High,              45
2019-2020,8,Augusta County ,90,S. Gordon Stewart Middle,              54
2019-2020,8,Augusta County ,440,Stuarts Draft Elementary,              50
2019-2020,8,Augusta County ,730,Stuarts Draft High,              56
2019-2020,8,Augusta County ,60,Stuarts Draft Middle,              61
2019-2020,8,Augusta County ,640,Wilson Elementary,              62
2019-2020,8,Augusta County ,720,Wilson Memorial High,              74
2019-2020,8,Augusta County ,844,Wilson Middle,              76
2019-2020,9,Bath County ,140,Bath County High,              22
2019-2020,9,Bath County ,120,Millboro Elementary,              31
2019-2020,9,Bath County ,150,Valley Elementary,              35
2019-2020,10,Bedford County ,480,Bedford Elementary,              63
2019-2020,10,Bedford County ,1200,Bedford Primary,              50
2019-2020,10,Bedford County ,30,Big Island Elementary,              19
2019-2020,10,Bedford County ,160,Boonsboro Elementary,              22
2019-2020,10,Bedford County ,500,Forest Elementary,              25
2019-2020,10,Bedford County ,1211,Forest Middle,              86
2019-2020,10,Bedford County ,1214,Goodview Elementary,              70
2019-2020,10,Bedford County ,980,Huddleston Elementary,              26
2019-2020,10,Bedford County ,1212,Jefferson Forest High,             114
2019-2020,10,Bedford County ,1180,Liberty High,             122
2019-2020,10,Bedford County ,490,Liberty Middle,              91
2019-2020,10,Bedford County ,970,Moneta Elementary,              15
2019-2020,10,Bedford County ,180,Montvale Elementary,              38
2019-2020,10,Bedford County ,610,New London Academy Elementary,              36
2019-2020,10,Bedford County ,1170,Otter River Elementary,              25
2019-2020,10,Bedford County ,3110,Richmond Alternative School,<
2019-2020,10,Bedford County ,1190,Staunton River High,             128
2019-2020,10,Bedford County ,1191,Staunton River Middle,              86
2019-2020,10,Bedford County ,640,Stewartsville Elementary,              61
2019-2020,10,Bedford County ,1213,Thomas Jefferson Elementary,              56
2019-2020,11,Bland County ,250,Bland County Elementary ,              56
2019-2020,11,Bland County ,260,Bland County High,              56
2019-2020,12,Botetourt County ,220,Breckinridge Elementary,              43
2019-2020,12,Botetourt County ,20,Buchanan Elementary,              65
2019-2020,12,Botetourt County ,420,Central Academy Middle,              49
2019-2020,12,Botetourt County ,390,Cloverdale Elementary,              34
2019-2020,12,Botetourt County ,400,Colonial Elementary,              67
2019-2020,12,Botetourt County ,30,Eagle Rock Elementary,              24
2019-2020,12,Botetourt County ,460,Greenfield Elementary,              80
2019-2020,12,Botetourt County ,430,James River High,              63
2019-2020,12,Botetourt County ,440,Lord Botetourt High,             108
2019-2020,12,Botetourt County ,450,Read Mountain Middle,              76
2019-2020,12,Botetourt County ,40,Troutville Elementary,              49
2019-2020,102,Bristol City ,60,Highland View Elementary,              40
2019-2020,102,Bristol City ,100,Joseph Van Pelt Elementary,             140
2019-2020,102,Bristol City ,70,Stonewall Jackson Elementary,              38
2019-2020,102,Bristol City ,80,Virginia High,              93
2019-2020,102,Bristol City ,10,Virginia Middle,              87
2019-2020,102,Bristol City ,90,Washington-Lee Elementary,              42
2019-2020,13,Brunswick County ,650,Brunswick High,              71
2019-2020,13,Brunswick County ,660,James S. Russell Middle,              45
2019-2020,13,Brunswick County ,690,Meherrin Powellton Elementary,              30
2019-2020,13,Brunswick County ,700,Red Oak-Sturgeon Elementary,              31
2019-2020,13,Brunswick County ,720,Totaro Elementary,              24
2019-2020,14,Buchanan County ,90,Council Elementary/Middle School,              35
2019-2020,14,Buchanan County ,1000,Council High ,              28
2019-2020,14,Buchanan County ,990,Grundy High,              66
2019-2020,14,Buchanan County ,120,Hurley Elementary/Middle,              71
2019-2020,14,Buchanan County ,1020,Hurley High,              39
2019-2020,14,Buchanan County ,1040,Riverview Elementary/Middle,             141
2019-2020,14,Buchanan County ,1041,Twin Valley Elementary/Middle,              58
2019-2020,14,Buchanan County ,1042,Twin Valley High,              29
2019-2020,15,Buckingham County ,724,Buckingham Co Elementary,              58
2019-2020,15,Buckingham County ,20,Buckingham Co Prekindergarten Center,              24
2019-2020,15,Buckingham County ,723,Buckingham Co Primary,              63
2019-2020,15,Buckingham County ,700,Buckingham County High,              78
2019-2020,15,Buckingham County ,721,Buckingham County Middle,              70
2019-2020,103,Buena Vista City ,40,Enderly Heights Elementary,              33
2019-2020,103,Buena Vista City ,70,F.W. Kling Jr. Elementary,              60
2019-2020,103,Buena Vista City ,62,Parry McCluer High School,              59
2019-2020,103,Buena Vista City ,61,Parry McCluer Middle School,              22
2019-2020,16,Campbell County ,560,Altavista Elementary,              61
2019-2020,16,Campbell County ,200,Altavista High,              94
2019-2020,16,Campbell County ,650,Brookneal Elementary,              43
2019-2020,16,Campbell County ,720,Brookville High,             118
2019-2020,16,Campbell County ,20,Brookville Middle,              93
2019-2020,16,Campbell County ,130,Concord Elementary,              51
2019-2020,16,Campbell County ,690,Leesville Road Elementary,              89
2019-2020,16,Campbell County ,821,Rustburg Elementary,              70
2019-2020,16,Campbell County ,222,Rustburg High,             101
2019-2020,16,Campbell County ,211,Rustburg Middle,              93
2019-2020,16,Campbell County ,60,Tomahawk Elementary,             108
2019-2020,16,Campbell County ,542,William Campbell High,              66
2019-2020,16,Campbell County ,710,Yellow Branch Elementary,             107
2019-2020,17,Caroline County ,620,Bowling Green Elementary,             129
2019-2020,17,Caroline County ,460,Caroline High,             148
2019-2020,17,Caroline County ,450,Caroline Middle,             128
2019-2020,17,Caroline County ,9020,Lewis and Clark Elementary,             120
2019-2020,17,Caroline County ,630,Madison Elementary,              63
2019-2020,18,Carroll County ,1230,Carroll County High,             177
2019-2020,18,Carroll County ,450,Carroll County Middle,             136
2019-2020,18,Carroll County ,1180,Fancy Gap Elementary,              15
2019-2020,18,Carroll County ,1150,Gladesboro Elementary,              14
2019-2020,18,Carroll County ,1210,Gladeville Elementary,              40
2019-2020,18,Carroll County ,1170,Hillsville Elementary,             128
2019-2020,18,Carroll County ,1160,Laurel Elementary,              39
2019-2020,18,Carroll County ,1130,Oakland Elementary,              41
2019-2020,18,Carroll County ,1110,St. Paul,              61
2019-2020,19,Charles City County ,80,Charles City County Elementary,              78
2019-2020,19,Charles City County ,100,Charles City County High,              39
2019-2020,20,Charlotte County ,470,Bacon District Elementary,              34
2019-2020,20,Charlotte County ,210,Central Middle,              63
2019-2020,20,Charlotte County ,100,Eureka Elementary,              37
2019-2020,20,Charlotte County ,450,Phenix Elementary,              31
2019-2020,20,Charlotte County ,460,Randolph-Henry High,              92
2019-2020,104,Charlottesville City ,100,Buford Middle,              81
2019-2020,104,Charlottesville City ,70,Burnley-Moran Elementary,              62
2019-2020,104,Charlottesville City ,140,Charlottesville High,             173
2019-2020,104,Charlottesville City ,50,Clark Elementary,              48
2019-2020,104,Charlottesville City ,90,Greenbrier Elementary,              28
2019-2020,104,Charlottesville City ,120,Jackson-Via Elementary,              63
2019-2020,104,Charlottesville City ,10,Johnson Elementary,              38
2019-2020,104,Charlottesville City ,40,Venable Elementary,              31
2019-2020,104,Charlottesville City ,110,Walker Upper Elementary,             117
2019-2020,136,Chesapeake City ,630,B.M. Williams Primary,             164
2019-2020,136,Chesapeake City ,860,Butts Road Intermediate,             138
2019-2020,136,Chesapeake City ,770,Butts Road Primary,             143
2019-2020,136,Chesapeake City ,90,Camelot Elementary,              58
2019-2020,136,Chesapeake City ,900,Cedar Road Elementary,             139
2019-2020,136,Chesapeake City ,700,Crestwood Intermediate,             136
2019-2020,136,Chesapeake City ,560,Crestwood Middle,             110
2019-2020,136,Chesapeake City ,660,Deep Creek Central Elementary,             117
2019-2020,136,Chesapeake City ,210,Deep Creek Elementary,             123
2019-2020,136,Chesapeake City ,100,Deep Creek High,             265
2019-2020,136,Chesapeake City ,610,Deep Creek Middle,             157
2019-2020,136,Chesapeake City ,640,Edwin W. Chittum Elementary,             168
2019-2020,136,Chesapeake City ,720,G.A. Treakle Elementary,             117
2019-2020,136,Chesapeake City ,50,George W. Carver Intermediate,             125
2019-2020,136,Chesapeake City ,820,Georgetown Primary,             113
2019-2020,136,Chesapeake City ,950,Grassfield Elementary,             179
2019-2020,136,Chesapeake City ,960,Grassfield High,             250
2019-2020,136,Chesapeake City ,120,Great Bridge High,             212
2019-2020,136,Chesapeake City ,850,Great Bridge Intermediate,              95
2019-2020,136,Chesapeake City ,590,Great Bridge Middle,             163
2019-2020,136,Chesapeake City ,680,Great Bridge Primary,             105
2019-2020,136,Chesapeake City ,870,Greenbrier Intermediate,             157
2019-2020,136,Chesapeake City ,972,Greenbrier Middle,             180
2019-2020,136,Chesapeake City ,140,Greenbrier Primary,             149
2019-2020,136,Chesapeake City ,340,Hickory Elementary,             132
2019-2020,136,Chesapeake City ,890,Hickory High,             239
2019-2020,136,Chesapeake City ,280,Hickory Middle,             244
2019-2020,136,Chesapeake City ,920,Hugo A. Owens Middle,             185
2019-2020,136,Chesapeake City ,830,Indian River High,             313
2019-2020,136,Chesapeake City ,710,Indian River Middle,             143
2019-2020,136,Chesapeake City ,973,Jolliff Middle,             144
2019-2020,136,Chesapeake City ,160,Norfolk Highlands Primary,              59
2019-2020,136,Chesapeake City ,80,Oscar F. Smith High,             424
2019-2020,136,Chesapeake City ,10,Oscar Smith Middle,             245
2019-2020,136,Chesapeake City ,730,Portlock Primary,              91
2019-2020,136,Chesapeake City ,200,Rena B. Wright Primary,              50
2019-2020,136,Chesapeake City ,620,Southeastern Elementary,             167
2019-2020,136,Chesapeake City ,600,Southwestern Elementary,              91
2019-2020,136,Chesapeake City ,750,Sparrow Road Intermediate,              91
2019-2020,136,Chesapeake City ,40,Thurgood Marshall Elementary,              73
2019-2020,136,Chesapeake City ,971,Truitt Intermediate,              50
2019-2020,136,Chesapeake City ,840,Western Branch High,             395
2019-2020,136,Chesapeake City ,810,Western Branch Intermediate,             156
2019-2020,136,Chesapeake City ,740,Western Branch Middle,             177
2019-2020,136,Chesapeake City ,110,Western Branch Primary,             148
2019-2020,21,Chesterfield County ,620,A.M. Davis Elementary,             115
2019-2020,21,Chesterfield County ,861,Alberta Smith Elementary,             134
2019-2020,21,Chesterfield County ,631,Bailey Bridge Middle,             243
2019-2020,21,Chesterfield County ,660,Bellwood Elementary,              84
2019-2020,21,Chesterfield County ,430,Bensley Elementary,              66
2019-2020,21,Chesterfield County ,510,Bettie Weaver Elementary,             102
2019-2020,21,Chesterfield County ,130,Beulah Elementary,              84
2019-2020,21,Chesterfield County ,20,Bon Air Elementary,             102
2019-2020,21,Chesterfield County ,50,C.C. Wells Elementary,             113
2019-2020,21,Chesterfield County ,492,C.E. Curtis Elementary,              93
2019-2020,21,Chesterfield County ,30,Carver College and Career Academy,              58
2019-2020,21,Chesterfield County ,420,Carver Middle,             173
2019-2020,21,Chesterfield County ,150,Clover Hill Elementary,              94
2019-2020,21,Chesterfield County ,740,Clover Hill High,             188
2019-2020,21,Chesterfield County ,840,Cosby High,             197
2019-2020,21,Chesterfield County ,560,Crestwood Elementary,              78
2019-2020,21,Chesterfield County ,480,Ecoff Elementary,              99
2019-2020,21,Chesterfield County ,870,Elizabeth Davis Middle,             166
2019-2020,21,Chesterfield County ,850,Elizabeth Scott Elementary,              77
2019-2020,21,Chesterfield County ,390,Enon Elementary,             126
2019-2020,21,Chesterfield County ,350,Ettrick Elementary,              82
2019-2020,21,Chesterfield County ,300,Evergreen Elementary,             165
2019-2020,21,Chesterfield County ,590,Falling Creek Elementary,              95
2019-2020,21,Chesterfield County ,670,Falling Creek Middle,             173
2019-2020,21,Chesterfield County ,180,Grange Hall Elementary,              99
2019-2020,21,Chesterfield County ,70,Greenfield Elementary,              69
2019-2020,21,Chesterfield County ,460,Harrowgate Elementary,              86
2019-2020,21,Chesterfield County ,60,Hopkins Road Elementary,              94
2019-2020,21,Chesterfield County ,550,J.A. Chalkley Elementary,              69
2019-2020,21,Chesterfield County ,650,J.B. Watkins Elementary,              96
2019-2020,21,Chesterfield County ,500,J.G. Hening Elementary,             132
2019-2020,21,Chesterfield County ,400,Jacobs Road Elementary,             120
2019-2020,21,Chesterfield County ,770,James River High,             201
2019-2020,21,Chesterfield County ,10,Lloyd C. Bird High,             262
2019-2020,21,Chesterfield County ,632,Manchester High,             334
2019-2020,21,Chesterfield County ,600,Manchester Middle,             129
2019-2020,21,Chesterfield County ,780,Marguerite F. Christian Elementary,             119
2019-2020,21,Chesterfield County ,370,Matoaca Elementary,              49
2019-2020,21,Chesterfield County ,530,Matoaca High,             219
2019-2020,21,Chesterfield County ,110,Matoaca Middle,             122
2019-2020,21,Chesterfield County ,580,Meadowbrook High,             231
2019-2020,21,Chesterfield County ,320,Midlothian High,             215
2019-2020,21,Chesterfield County ,40,Midlothian Middle,             142
2019-2020,21,Chesterfield County ,280,Monacan High,             174
2019-2020,21,Chesterfield County ,360,O.B. Gates Elementary,             136
2019-2020,21,Chesterfield County ,90,Old Hundred Elementary,              86
2019-2020,21,Chesterfield County ,380,Providence Elementary,             125
2019-2020,21,Chesterfield County ,690,Providence Middle,             145
2019-2020,21,Chesterfield County ,700,Reams Road Elementary,              81
2019-2020,21,Chesterfield County ,730,Robious Elementary,             110
2019-2020,21,Chesterfield County ,760,Robious Middle,             179
2019-2020,21,Chesterfield County ,720,Salem Church Elementary,              88
2019-2020,21,Chesterfield County ,722,Salem Church Middle,             148
2019-2020,21,Chesterfield County ,800,Spring Run Elementary,             130
2019-2020,21,Chesterfield County ,340,Swift Creek Elementary,              96
2019-2020,21,Chesterfield County ,270,Swift Creek Middle,             121
2019-2020,21,Chesterfield County ,410,Thelma Crenshaw Elementary,              90
2019-2020,21,Chesterfield County ,610,Thomas Dale High,             330
2019-2020,21,Chesterfield County ,880,Tomahawk Creek Middle,             174
2019-2020,21,Chesterfield County ,290,W.W. Gordon Elementary,              77
2019-2020,21,Chesterfield County ,860,Winterpock Elementary,             113
2019-2020,21,Chesterfield County ,440,Woolridge Elementary,             109
2019-2020,22,Clarke County ,250,Boyce Elementary,              51
2019-2020,22,Clarke County ,10,Clarke County High,              62
2019-2020,22,Clarke County ,290,D.G. Cooley Elementary,              51
2019-2020,22,Clarke County ,280,Johnson-Williams Middle,              50
2019-2020,202,Colonial Beach ,22,Colonial Beach Elementary,              71
2019-2020,202,Colonial Beach ,21,Colonial Beach High,              36
2019-2020,106,Colonial Heights City ,40,Colonial Heights High,             136
2019-2020,106,Colonial Heights City ,20,Colonial Heights Middle,             119
2019-2020,106,Colonial Heights City ,50,Lakeview Elementary,              91
2019-2020,106,Colonial Heights City ,30,North Elementary,              52
2019-2020,106,Colonial Heights City ,60,Tussing Elementary,             102
2019-2020,107,Covington City ,350,Covington High,              64
2019-2020,107,Covington City ,260,Edgemont Primary,              71
2019-2020,107,Covington City ,360,Jeter-Watson Intermediate,              60
2019-2020,23,Craig County ,11,Craig County High,              73
2019-2020,23,Craig County ,10,McCleary Elementary,              79
2019-2020,24,Culpeper County ,240,A.G. Richardson Elementary,              98
2019-2020,24,Culpeper County ,480,Culpeper County High,             112
2019-2020,24,Culpeper County ,20,Culpeper Middle,             130
2019-2020,24,Culpeper County ,50,Eastern View High,             106
2019-2020,24,Culpeper County ,450,Emerald Hill Elementary,              91
2019-2020,24,Culpeper County ,470,Farmington Elementary,              54
2019-2020,24,Culpeper County ,581,Floyd T. Binns Middle,              75
2019-2020,24,Culpeper County ,582,Galbreath-Marshall Building,              38
2019-2020,24,Culpeper County ,10,Pearl Sample Elementary,              84
2019-2020,24,Culpeper County ,460,Sycamore Park Elementary,              91
2019-2020,24,Culpeper County ,40,Yowell Elementary,              91
2019-2020,25,Cumberland County ,140,Cumberland Elementary,              62
2019-2020,25,Cumberland County ,151,Cumberland High,              49
2019-2020,25,Cumberland County ,152,Cumberland Middle,              52
2019-2020,108,Danville City ,490,Edwin A. Gibson Elementary,              95
2019-2020,108,Danville City ,20,Forest Hills Elementary,              20
2019-2020,108,Danville City ,190,G.L.H. Johnson Elementary,              31
2019-2020,108,Danville City ,1374,Galileo Magnet High,              22
2019-2020,108,Danville City ,210,George Washington High,             224
2019-2020,108,Danville City ,200,Grove Park Preschool,              45
2019-2020,108,Danville City ,260,O. Trent Bonner Middle,              86
2019-2020,108,Danville City ,250,Park Avenue Elementary,              62
2019-2020,108,Danville City ,40,Schoolfield Elementary,              77
2019-2020,108,Danville City ,30,The Northside Preschool,<
2019-2020,108,Danville City ,1372,Westwood Middle,             114
2019-2020,108,Danville City ,220,Woodberry Hills Elementary,              52
2019-2020,108,Danville City ,1379,Woodrow Wilson Intermediate,              31
2019-2020,26,Dickenson County ,20,Clintwood Elementary,              73
2019-2020,26,Dickenson County ,530,Ervinton Elementary,              32
2019-2020,26,Dickenson County ,275,Ridgeview High,             104
2019-2020,26,Dickenson County ,280,Ridgeview Middle,              84
2019-2020,26,Dickenson County ,860,Sandlick Elementary,              78
2019-2020,27,Dinwiddie County ,500,Dinwiddie County High,             197
2019-2020,27,Dinwiddie County ,471,Dinwiddie County Middle,             169
2019-2020,27,Dinwiddie County ,310,Dinwiddie Elementary,              62
2019-2020,27,Dinwiddie County ,250,Midway Elementary,              40
2019-2020,27,Dinwiddie County ,10,Southside Elementary,              74
2019-2020,27,Dinwiddie County ,180,Sunnyside Elementary,              34
2019-2020,27,Dinwiddie County ,520,Sutherland Elementary,              65
2019-2020,28,Essex County ,10,Essex High,              86
2019-2020,28,Essex County ,150,Essex Intermediate,              57
2019-2020,28,Essex County ,490,Freedom Hill Elementary,<
2019-2020,28,Essex County ,160,Tappahannock Elementary,              52
2019-2020,29,Fairfax County ,2203,Aldrin Elementary,             126
2019-2020,29,Fairfax County ,660,Annandale High,             364
2019-2020,29,Fairfax County ,1360,Annandale Terrace Elementary,              87
2019-2020,29,Fairfax County ,110,Archer Elementary,              63
2019-2020,29,Fairfax County ,1530,Armstrong Elementary,             113
2019-2020,29,Fairfax County ,550,Bailey's Elementary School for the Arts and Sciences,              85
2019-2020,29,Fairfax County ,2459,Bailey's Upper Elementary School for the Arts and Sciences,              76
2019-2020,29,Fairfax County ,1730,Beech Tree Elementary,              54
2019-2020,29,Fairfax County ,560,Belle View Elementary,              99
2019-2020,29,Fairfax County ,720,Belvedere Elementary,             108
2019-2020,29,Fairfax County ,2000,Bonnie Brae Elementary,             145
2019-2020,29,Fairfax County ,1090,Braddock Elementary,             114
2019-2020,29,Fairfax County ,940,Bren Mar Park Elementary,              76
2019-2020,29,Fairfax County ,1790,Brookfield Elementary,              99
2019-2020,29,Fairfax County ,2201,Bryant High,              27
2019-2020,29,Fairfax County ,700,Bucknell Elementary,              68
2019-2020,29,Fairfax County ,2251,Bull Run E.C. Resource Ctr.,             234
2019-2020,29,Fairfax County ,2225,Bull Run Elementary,              95
2019-2020,29,Fairfax County ,680,Bush Hill Elementary,             108
2019-2020,29,Fairfax County ,1940,Camelot Elementary,             113
2019-2020,29,Fairfax County ,620,Cameron Elementary,              59
2019-2020,29,Fairfax County ,1590,Canterbury Woods Elementary,             102
2019-2020,29,Fairfax County ,1690,Cardinal Forest Elementary,             110
2019-2020,29,Fairfax County ,2222,Carson Middle,             119
2019-2020,29,Fairfax County ,2090,Centre Ridge Elementary,             111
2019-2020,29,Fairfax County ,2205,Centreville Elementary,             131
2019-2020,29,Fairfax County ,200,Centreville High,             336
2019-2020,29,Fairfax County ,131,Chantilly High,             457
2019-2020,29,Fairfax County ,480,Cherry Run Elementary,              94
2019-2020,29,Fairfax County ,100,Chesterbrook Elementary,              58
2019-2020,29,Fairfax County ,1050,Churchill Road Elementary,              83
2019-2020,29,Fairfax County ,260,Clearview Elementary,             131
2019-2020,29,Fairfax County ,1870,Clermont Elementary,              57
2019-2020,29,Fairfax County ,2347,Coates Elementary,              68
2019-2020,29,Fairfax County ,1510,Columbia Elementary,              78
2019-2020,29,Fairfax County ,2234,Colvin Run Elementary,              78
2019-2020,29,Fairfax County ,1190,Cooper Middle,              81
2019-2020,29,Fairfax County ,870,Crestwood Elementary,              59
2019-2020,29,Fairfax County ,2020,Crossfield Elementary,             107
2019-2020,29,Fairfax County ,1600,Cub Run Elementary,              98
2019-2020,29,Fairfax County ,1700,Cunningham Park Elementary,             102
2019-2020,29,Fairfax County ,2229,Daniels Run Elementary,             142
2019-2020,29,Fairfax County ,2204,Deer Park Elementary,             132
2019-2020,29,Fairfax County ,220,Dogwood Elementary,             111
2019-2020,29,Fairfax County ,2010,Dranesville Elementary,             160
