School Year,Division Number,Division Name,School Number,School Name,Total Count
2020-2021,29,Fairfax County ,2010,Dranesville Elementary,             155
2020-2021,29,Fairfax County ,2238,Dunn Loring Early Childhood Resource Center,             221
2020-2021,29,Fairfax County ,2243,Eagle View Elementary,             123
2020-2021,29,Fairfax County ,1270,Edison High,             322
2020-2021,29,Fairfax County ,20,Fairfax High,             299
2020-2021,29,Fairfax County ,1480,Fairfax Villa Elementary,             109
2020-2021,29,Fairfax County ,1630,Fairhill Elementary,              71
2020-2021,29,Fairfax County ,290,Fairview Elementary,              81
2020-2021,29,Fairfax County ,1100,Falls Church High,             306
2020-2021,29,Fairfax County ,730,Flint Hill Elementary,              88
2020-2021,29,Fairfax County ,740,Floris Elementary,              93
2020-2021,29,Fairfax County ,70,Forest Edge Elementary,              92
2020-2021,29,Fairfax County ,1450,Forestdale Elementary,             112
2020-2021,29,Fairfax County ,370,Forestville Elementary,              73
2020-2021,29,Fairfax County ,2224,Fort Belvoir Elementary,             107
2020-2021,29,Fairfax County ,2458,Fort Belvoir Upper Elementary,             118
2020-2021,29,Fairfax County ,1920,Fort Hunt Elementary,              74
2020-2021,29,Fairfax County ,390,Fox Mill Elementary,              89
2020-2021,29,Fairfax County ,320,Franconia Elementary,              74
2020-2021,29,Fairfax County ,440,Franklin Middle,             139
2020-2021,29,Fairfax County ,490,Freedom Hill Elementary,              85
2020-2021,29,Fairfax County ,1410,Frost Middle,             181
2020-2021,29,Fairfax County ,630,Garfield Elementary,              45
2020-2021,29,Fairfax County ,1170,Glasgow Middle,             303
2020-2021,29,Fairfax County ,970,Glen Forest Elementary,             136
2020-2021,29,Fairfax County ,530,Graham Road Elementary,              63
2020-2021,29,Fairfax County ,570,Great Falls Elementary,              73
2020-2021,29,Fairfax County ,1840,Greenbriar East Elementary,             144
2020-2021,29,Fairfax County ,1500,Greenbriar West Elementary,              73
2020-2021,29,Fairfax County ,330,Groveton Elementary,              90
2020-2021,29,Fairfax County ,690,Gunston Elementary,              63
2020-2021,29,Fairfax County ,2210,Halley Elementary,             107
2020-2021,29,Fairfax County ,750,Haycock Elementary,              82
2020-2021,29,Fairfax County ,1740,Hayfield Elementary,              88
2020-2021,29,Fairfax County ,1800,Hayfield Secondary,             452
2020-2021,29,Fairfax County ,1250,Herndon Elementary,             103
2020-2021,29,Fairfax County ,32,Herndon High,             379
2020-2021,29,Fairfax County ,33,Herndon Middle,             234
2020-2021,29,Fairfax County ,1330,Hollin Meadows Elementary,              77
2020-2021,29,Fairfax County ,1521,Holmes Middle,             190
2020-2021,29,Fairfax County ,350,Hughes Middle,             180
2020-2021,29,Fairfax County ,1880,Hunt Valley Elementary,             100
2020-2021,29,Fairfax County ,1950,Hunters Woods Elementary School for the Arts and Sciences,              70
2020-2021,29,Fairfax County ,1980,Hutchison Elementary,             132
2020-2021,29,Fairfax County ,1420,Hybla Valley Elementary,             113
2020-2021,29,Fairfax County ,1120,Irving Middle,             163
2020-2021,29,Fairfax County ,2235,Island Creek Elementary,             112
2020-2021,29,Fairfax County ,673,Jackson Middle,             176
2020-2021,29,Fairfax County ,1070,Justice High,             357
2020-2021,29,Fairfax County ,1240,Keene Mill Elementary,              77
2020-2021,29,Fairfax County ,980,Kent Gardens Elementary,              96
2020-2021,29,Fairfax County ,1901,Key Center,              62
2020-2021,29,Fairfax County ,1900,Key Middle,             149
2020-2021,29,Fairfax County ,1761,Kilmer Center,              60
2020-2021,29,Fairfax County ,1760,Kilmer Middle,             143
2020-2021,29,Fairfax County ,1890,Kings Glen Elementary,              85
2020-2021,29,Fairfax County ,1440,Kings Park Elementary,             101
2020-2021,29,Fairfax County ,1570,Lake Anne Elementary,              85
2020-2021,29,Fairfax County ,90,Lake Braddock Secondary,             643
2020-2021,29,Fairfax County ,2209,Lane Elementary,              91
2020-2021,29,Fairfax County ,1460,Langley High,             170
2020-2021,29,Fairfax County ,1110,Lanier Middle,             139
2020-2021,29,Fairfax County ,2348,Laurel Hill Elementary,              83
2020-2021,29,Fairfax County ,1970,Laurel Ridge Elementary,             140
2020-2021,29,Fairfax County ,1850,Lees Corner Elementary,             104
2020-2021,29,Fairfax County ,770,Lemon Road Elementary,              55
2020-2021,29,Fairfax County ,1020,Lewis High,             301
2020-2021,29,Fairfax County ,2233,Liberty Middle,             169
2020-2021,29,Fairfax County ,1400,Little Run Elementary,              73
2020-2021,29,Fairfax County ,1830,London Towne Elementary,             117
2020-2021,29,Fairfax County ,1150,Longfellow Middle,             142
2020-2021,29,Fairfax County ,2236,Lorton Station Elementary,              83
2020-2021,29,Fairfax County ,890,Lynbrook Elementary,             106
2020-2021,29,Fairfax County ,1060,Madison High,             307
2020-2021,29,Fairfax County ,1210,Mantua Elementary,             129
2020-2021,29,Fairfax County ,1290,Marshall High,             292
2020-2021,29,Fairfax County ,1200,Marshall Road Elementary,             111
2020-2021,29,Fairfax County ,2410,Mason Crest Elementary,             112
2020-2021,29,Fairfax County ,790,McLean High,             265
2020-2021,29,Fairfax County ,2231,McNair Elementary,              86
2020-2021,29,Fairfax County ,2200,McNair Upper Elementary,              52
2020-2021,29,Fairfax County ,1390,Mosby Woods Elementary,             111
2020-2021,29,Fairfax County ,510,Mount Eagle Elementary,              42
2020-2021,29,Fairfax County ,420,Mount Vernon High,             393
2020-2021,29,Fairfax County ,1640,Mount Vernon Woods Elementary,              87
2020-2021,29,Fairfax County ,2211,Mountain View High,              24
2020-2021,29,Fairfax County ,800,Navy Elementary,              83
2020-2021,29,Fairfax County ,470,Newington Forest Elementary,              64
2020-2021,29,Fairfax County ,930,North Springfield Elementary,             131
2020-2021,29,Fairfax County ,430,Oak Hill Elementary,              96
2020-2021,29,Fairfax County ,1860,Oak View Elementary,             124
2020-2021,29,Fairfax County ,140,Oakton Elementary,              88
2020-2021,29,Fairfax County ,1710,Oakton High,             278
2020-2021,29,Fairfax County ,1650,Olde Creek Elementary,              97
2020-2021,29,Fairfax County ,150,Orange Hunt Elementary,             121
2020-2021,29,Fairfax County ,1030,Parklawn Elementary,              89
2020-2021,29,Fairfax County ,2440,Pimmit Early Childhood Resource Center,              43
2020-2021,29,Fairfax County ,820,Pine Spring Elementary,              88
2020-2021,29,Fairfax County ,1130,Poe Middle,             197
2020-2021,29,Fairfax County ,2080,Poplar Tree Elementary,              98
2020-2021,29,Fairfax County ,2237,Powell Elementary,             110
2020-2021,29,Fairfax County ,2230,Providence Elementary,             111
2020-2021,29,Fairfax County ,1310,Ravensworth Elementary,              77
2020-2021,29,Fairfax County ,1820,Riverside Elementary,             115
2020-2021,29,Fairfax County ,1960,Robinson Secondary,             574
2020-2021,29,Fairfax County ,300,Rocky Run Middle,              98
2020-2021,29,Fairfax County ,1770,Rolling Valley Elementary,              81
2020-2021,29,Fairfax County ,950,Rose Hill Elementary,             132
2020-2021,29,Fairfax County ,1300,Sandburg Middle,             245
2020-2021,29,Fairfax County ,2030,Sangster Elementary,             102
2020-2021,29,Fairfax County ,2040,Saratoga Elementary,             102
2020-2021,29,Fairfax County ,80,Sherman Elementary,              44
2020-2021,29,Fairfax County ,1660,Shrevewood Elementary,              91
2020-2021,29,Fairfax County ,1680,Silverbrook Elementary,              96
2020-2021,29,Fairfax County ,710,Sleepy Hollow Elementary,              85
2020-2021,29,Fairfax County ,2241,South County High,             334
2020-2021,29,Fairfax County ,2420,South County Middle,             148
2020-2021,29,Fairfax County ,1990,South Lakes High,             453
2020-2021,29,Fairfax County ,1620,Spring Hill Elementary,              77
2020-2021,29,Fairfax County ,960,Springfield Estates Elementary,              59
2020-2021,29,Fairfax County ,1380,Stenwood Elementary,              88
2020-2021,29,Fairfax County ,2070,Stone Middle,             141
2020-2021,29,Fairfax County ,1350,Stratford Landing Elementary,             106
2020-2021,29,Fairfax County ,280,Sunrise Valley Elementary,              63
2020-2021,29,Fairfax County ,170,Terra Centre Elementary,             112
2020-2021,29,Fairfax County ,250,Terraset Elementary,             130
2020-2021,29,Fairfax County ,1371,Thomas Jefferson High for Science and Technology,              11
2020-2021,29,Fairfax County ,1140,Thoreau Middle,             187
2020-2021,29,Fairfax County ,830,Timber Lane Elementary,              97
2020-2021,29,Fairfax County ,1160,Twain Middle,             161
2020-2021,29,Fairfax County ,1540,Union Mill Elementary,              99
2020-2021,29,Fairfax County ,120,Vienna Elementary,              62
2020-2021,29,Fairfax County ,2252,Virginia Hills Early Childhood Resource Center,             286
2020-2021,29,Fairfax County ,2050,Virginia Run Elementary,              90
2020-2021,29,Fairfax County ,850,Wakefield Forest Elementary,              78
2020-2021,29,Fairfax County ,2100,Waples Mill Elementary,             171
2020-2021,29,Fairfax County ,1320,Washington Mill Elementary,              93
2020-2021,29,Fairfax County ,1080,Waynewood Elementary,              85
2020-2021,29,Fairfax County ,900,West Potomac High,             421
2020-2021,29,Fairfax County ,1430,West Springfield Elementary,             104
2020-2021,29,Fairfax County ,1610,West Springfield High,             365
2020-2021,29,Fairfax County ,1580,Westbriar Elementary,              68
2020-2021,29,Fairfax County ,2228,Westfield High,             420
2020-2021,29,Fairfax County ,1670,Westgate Elementary,              85
2020-2021,29,Fairfax County ,580,Westlawn Elementary,             105
2020-2021,29,Fairfax County ,520,Weyanoke Elementary,              61
2020-2021,29,Fairfax County ,400,White Oaks Elementary,             101
2020-2021,29,Fairfax County ,1550,Whitman Middle,             175
2020-2021,29,Fairfax County ,2060,Willow Springs Elementary,              99
2020-2021,29,Fairfax County ,1810,Wolftrap Elementary,              60
2020-2021,29,Fairfax County ,650,Woodburn Elementary,              80
2020-2021,29,Fairfax County ,380,Woodlawn Elementary,             100
2020-2021,29,Fairfax County ,590,Woodley Hills Elementary,              69
2020-2021,29,Fairfax County ,1260,Woodson High,             427
2020-2021,109,Falls Church City ,251,George Mason High,             111
2020-2021,109,Falls Church City ,270,Jessie Thackrey  Preschool,              22
2020-2021,109,Falls Church City ,252,Mary Ellen Henderson Middle,              76
2020-2021,109,Falls Church City ,240,Mount Daniel Elementary,              42
2020-2021,109,Falls Church City ,260,Thomas Jefferson Elementary,              58
2020-2021,30,Fauquier County ,854,Auburn Middle,              87
2020-2021,30,Fauquier County ,460,C. Hunter Ritchie Elementary,              75
2020-2021,30,Fauquier County ,730,C.M. Bradley Elementary,              60
2020-2021,30,Fauquier County ,520,Cedar Lee Middle,              96
2020-2021,30,Fauquier County ,120,Claude Thompson Elementary,              26
2020-2021,30,Fauquier County ,701,Fauquier High,             180
2020-2021,30,Fauquier County ,450,Grace Miller Elementary,              72
2020-2021,30,Fauquier County ,511,Greenville Elementary,              67
2020-2021,30,Fauquier County ,750,H.M. Pearson Elementary,              52
2020-2021,30,Fauquier County ,853,James G. Brumfield Elementary,              98
2020-2021,30,Fauquier County ,510,Kettle Run High,             164
2020-2021,30,Fauquier County ,851,Liberty High,             216
2020-2021,30,Fauquier County ,530,Margaret M. Pierce Elementary,              70
2020-2021,30,Fauquier County ,10,Marshall Middle,              67
2020-2021,30,Fauquier County ,20,Mary Walter Elementary,              56
2020-2021,30,Fauquier County ,720,P.B. Smith Elementary,              52
2020-2021,30,Fauquier County ,670,W.C. Taylor Middle,              62
2020-2021,30,Fauquier County ,740,W.G. Coleman Elementary,              55
2020-2021,30,Fauquier County ,660,Warrenton Middle,              48
2020-2021,31,Floyd County ,90,Check Elementary,              52
2020-2021,31,Floyd County ,660,Floyd County High,             104
2020-2021,31,Floyd County ,360,Floyd Elementary,             101
2020-2021,31,Floyd County ,650,Indian Valley Elementary,              22
2020-2021,31,Floyd County ,500,Willis Elementary,              24
2020-2021,32,Fluvanna County ,300,Carysbrook Elementary,              61
2020-2021,32,Fluvanna County ,310,Central Elementary,              50
2020-2021,32,Fluvanna County ,260,Fluvanna County High,             210
2020-2021,32,Fluvanna County ,320,Fluvanna Middle,              95
2020-2021,32,Fluvanna County ,330,West Central Primary School,              58
2020-2021,135,Franklin City ,20,Franklin High,              45
2020-2021,135,Franklin City ,561,Joseph P. King Jr. Middle,              40
2020-2021,135,Franklin City ,10,S.P. Morton Elementary,              47
2020-2021,33,Franklin County ,31,Benjamin Franklin Middle,             250
2020-2021,33,Franklin County ,1370,Boones Mill Elementary,              36
2020-2021,33,Franklin County ,1320,Burnt Chimney Elementary,              63
2020-2021,33,Franklin County ,350,Callaway Elementary,              30
2020-2021,33,Franklin County ,20,Dudley Elementary,              36
2020-2021,33,Franklin County ,1360,Ferrum Elementary,              45
2020-2021,33,Franklin County ,1311,Franklin County High,             326
2020-2021,33,Franklin County ,690,Glade Hill Elementary,              32
2020-2021,33,Franklin County ,10,Henry Elementary,              32
2020-2021,33,Franklin County ,660,Lee M. Waid Elementary,              92
2020-2021,33,Franklin County ,1380,Rocky Mount Elementary,              88
2020-2021,33,Franklin County ,1170,Snow Creek Elementary,              33
2020-2021,33,Franklin County ,960,Sontag Elementary,              53
2020-2021,33,Franklin County ,980,Windy Gap Elementary,              46
2020-2021,34,Frederick County ,586,Admiral Richard E. Byrd Middle,             130
2020-2021,34,Frederick County ,10,Apple Pie Ridge Elementary,              66
2020-2021,34,Frederick County ,320,Armel Elementary,              92
2020-2021,34,Frederick County ,20,Bass-Hoover Elementary,              69
2020-2021,34,Frederick County ,587,Evendale Elementary,              74
2020-2021,34,Frederick County ,460,Frederick County Middle,             120
2020-2021,34,Frederick County ,380,Gainesboro Elementary,              65
2020-2021,34,Frederick County ,590,Greenwood Mill Elementary,              69
2020-2021,34,Frederick County ,40,Indian Hollow Elementary,              46
2020-2021,34,Frederick County ,30,James Wood High,             209
2020-2021,34,Frederick County ,420,James Wood Middle,             118
2020-2021,34,Frederick County ,591,Jordan Springs Elementary,              55
2020-2021,34,Frederick County ,340,Middletown Elementary,              69
2020-2021,34,Frederick County ,584,Millbrook High,             187
2020-2021,34,Frederick County ,583,Orchard View Elementary,              72
2020-2021,34,Frederick County ,582,Redbud Run Elementary,              63
2020-2021,34,Frederick County ,480,Robert E. Aylor Middle,              91
2020-2021,34,Frederick County ,581,Sherando High,             221
2020-2021,34,Frederick County ,410,Stonewall Elementary,              47
2020-2021,110,Fredericksburg City ,50,Hugh Mercer Elementary,              91
2020-2021,110,Fredericksburg City ,40,James Monroe High,             109
2020-2021,110,Fredericksburg City ,272,Lafayette Upper Elementary,             114
2020-2021,110,Fredericksburg City ,30,Walker-Grant Early Childhood Center,              33
2020-2021,110,Fredericksburg City ,273,Walker-Grant Middle,             128
2020-2021,111,Galax City ,10,Galax Elementary,              85
2020-2021,111,Galax City ,31,Galax High,              36
2020-2021,111,Galax City ,32,Galax Middle,              54
2020-2021,35,Giles County ,10,Eastern Elementary/Middle ,              56
2020-2021,35,Giles County ,461,Giles High,              89
2020-2021,35,Giles County ,390,Macy Mcclaugherty Elementary/Middle,              91
2020-2021,35,Giles County ,400,Narrows Elementary/Middle ,              91
2020-2021,35,Giles County ,470,Narrows High,              60
2020-2021,36,Gloucester County ,250,Abingdon Elementary,              80
2020-2021,36,Gloucester County ,240,Achilles Elementary,              61
2020-2021,36,Gloucester County ,381,Bethel Elementary,              77
2020-2021,36,Gloucester County ,100,Botetourt Elementary,              72
2020-2021,36,Gloucester County ,260,Gloucester High,             212
2020-2021,36,Gloucester County ,802,Page Middle,              78
2020-2021,36,Gloucester County ,280,Peasley Middle,              82
2020-2021,36,Gloucester County ,270,Petsworth Elementary,              39
2020-2021,37,Goochland County ,120,Byrd Elementary,              43
2020-2021,37,Goochland County ,360,Goochland Elementary,              74
2020-2021,37,Goochland County ,220,Goochland High,              92
2020-2021,37,Goochland County ,340,Goochland Middle,              89
2020-2021,37,Goochland County ,260,Randolph Elementary,              55
2020-2021,38,Grayson County ,480,Fairview Elementary,              24
2020-2021,38,Grayson County ,911,Fries Elementary,              60
2020-2021,38,Grayson County ,421,Grayson County High,              70
2020-2021,38,Grayson County ,430,Grayson Highlands,              23
2020-2021,38,Grayson County ,422,Independence Elementary,              47
2020-2021,38,Grayson County ,11,Independence Middle,              45
2020-2021,39,Greene County ,20,Nathanael Greene Elementary,              41
2020-2021,39,Greene County ,10,Nathanael Greene Primary School,              72
2020-2021,39,Greene County ,30,Ruckersville Elementary,              75
2020-2021,39,Greene County ,72,William Monroe High,             138
2020-2021,39,Greene County ,71,William Monroe Middle,              95
2020-2021,40,Greensville County ,260,Belfield Elementary,              27
2020-2021,40,Greensville County ,190,Edward W. Wyatt Middle,              71
2020-2021,40,Greensville County ,200,Greensville County High,              81
2020-2021,40,Greensville County ,50,Greensville Elementary,             115
2020-2021,41,Halifax County ,1560,Clays Mill Elementary,              50
2020-2021,41,Halifax County ,20,Cluster Springs Elementary,              87
2020-2021,41,Halifax County ,10,Halifax County High,             265
2020-2021,41,Halifax County ,1480,Halifax County Middle,             185
2020-2021,41,Halifax County ,1550,Meadville Elementary,              21
2020-2021,41,Halifax County ,1510,Scottsburg Elementary,              49
2020-2021,41,Halifax County ,1521,Sinai Elementary,              36
2020-2021,41,Halifax County ,30,South Boston Elementary,             123
2020-2021,41,Halifax County ,950,South Boston/Halifax Early Learning Center,              23
2020-2021,41,Halifax County ,1490,Sydnor Jennings Elementary,              34
2020-2021,112,Hampton City ,500,A.W.E. Bassette Elementary,              51
2020-2021,112,Hampton City ,160,Aberdeen Elementary,              56
2020-2021,112,Hampton City ,260,Alfred S. Forrest Elementary,              44
2020-2021,112,Hampton City ,120,Armstrong Elementary,              30
2020-2021,112,Hampton City ,330,Barron Elementary,              49
2020-2021,112,Hampton City ,350,Benjamin Syms Middle,             178
2020-2021,112,Hampton City ,430,Bethel High,             257
2020-2021,112,Hampton City ,470,Booker Elementary,              42
2020-2021,112,Hampton City ,450,C. Alton Lindsay Middle,             119
2020-2021,112,Hampton City ,460,Captain John Smith Elementary,              61
2020-2021,112,Hampton City ,300,Cesar Tarrant Middle,             139
2020-2021,112,Hampton City ,420,Christopher C. Kraft Elementary ,              41
2020-2021,112,Hampton City ,30,Francis Asbury Elementary,              47
2020-2021,112,Hampton City ,70,Francis W. Jones Magnet Middle,              63
2020-2021,112,Hampton City ,650,George P. Phenix Elementary,             191
2020-2021,112,Hampton City ,280,Hampton High,             193
2020-2021,112,Hampton City ,640,Hunter B. Andrews,             126
2020-2021,112,Hampton City ,250,Jane H. Bryan Elementary,              51
2020-2021,112,Hampton City ,270,John B. Cary Elementary,              32
2020-2021,112,Hampton City ,440,John Tyler Elementary,              37
2020-2021,112,Hampton City ,320,Kecoughtan High,             203
2020-2021,112,Hampton City ,490,Luther W. Machen Elementary ,              46
2020-2021,112,Hampton City ,210,Moton Early Childhood Center,              22
2020-2021,112,Hampton City ,410,Paul Burbank Elementary,              63
2020-2021,112,Hampton City ,370,Phillips Elementary,              56
2020-2021,112,Hampton City ,50,Phoebus High,             182
2020-2021,112,Hampton City ,180,Samuel P. Langley Elementary,              79
2020-2021,112,Hampton City ,380,Thomas Eaton Middle,              77
2020-2021,112,Hampton City ,360,Tucker-Capps Elementary,              47
2020-2021,112,Hampton City ,80,William Mason Cooper Elementary,              35
2020-2021,42,Hanover County ,62,Atlee High,             177
2020-2021,42,Hanover County ,360,Battlefield Park Elementary,              65
2020-2021,42,Hanover County ,20,Beaverdam Elementary,              43
2020-2021,42,Hanover County ,440,Bell Creek Middle,             172
2020-2021,42,Hanover County ,61,Chickahominy Middle,             150
2020-2021,42,Hanover County ,70,Cold Harbor Elementary,              86
2020-2021,42,Hanover County ,551,Cool Spring Elementary,             103
2020-2021,42,Hanover County ,430,Elmont Elementary,              90
2020-2021,42,Hanover County ,554,Hanover High,             190
2020-2021,42,Hanover County ,150,Henry Clay Elementary,              46
2020-2021,42,Hanover County ,162,John M. Gandy Elementary,              49
2020-2021,42,Hanover County ,200,Kersey Creek Elementary,              81
2020-2021,42,Hanover County ,210,Laurel Meadow Elementary,              95
2020-2021,42,Hanover County ,450,Liberty Middle,             129
2020-2021,42,Hanover County ,420,Mechanicsville Elementary,             105
2020-2021,42,Hanover County ,370,Mechanicsville High,             216
2020-2021,42,Hanover County ,553,Oak Knoll Middle,             121
2020-2021,42,Hanover County ,400,Patrick Henry High,             192
2020-2021,42,Hanover County ,410,Pearson's Corner Elementary,              75
2020-2021,42,Hanover County ,552,Pole Green Elementary,              84
2020-2021,42,Hanover County ,30,Rural Point Elementary,             104
2020-2021,42,Hanover County ,40,South Anna Elementary,              58
2020-2021,42,Hanover County ,290,Washington-Henry Elementary ,              55
2020-2021,113,Harrisonburg City ,120,Bluestone Elementary,              50
2020-2021,113,Harrisonburg City ,12,Harrisonburg High,             173
2020-2021,113,Harrisonburg City ,50,Keister Elementary,              52
2020-2021,113,Harrisonburg City ,111,Skyline Middle,              95
2020-2021,113,Harrisonburg City ,110,Smithland Elementary,              90
2020-2021,113,Harrisonburg City ,60,Spotswood Elementary,              45
2020-2021,113,Harrisonburg City ,191,Stone Spring Elementary,              72
2020-2021,113,Harrisonburg City ,80,Thomas Harrison Middle,              73
2020-2021,113,Harrisonburg City ,30,Waterman Elementary,              64
2020-2021,43,Henrico County ,450,Anthony P. Mehfoud Elementary,              51
2020-2021,43,Henrico County ,320,Arthur Ashe Jr. Elementary ,              79
2020-2021,43,Henrico County ,500,Brookland Middle,             183
2020-2021,43,Henrico County ,120,Cashell Donahoe Elementary,              63
2020-2021,43,Henrico County ,590,Chamberlayne Elementary,              59
2020-2021,43,Henrico County ,530,Charles M. Johnson Elementary,              54
2020-2021,43,Henrico County ,93,Colonial Trail Elementary,              69
2020-2021,43,Henrico County ,400,Crestview Elementary,              60
2020-2021,43,Henrico County ,82,David A. Kaechele Elementary ,              52
2020-2021,43,Henrico County ,160,Deep Run High,             172
2020-2021,43,Henrico County ,410,Douglas S. Freeman High,             212
2020-2021,43,Henrico County ,700,Dumbarton Elementary,              48
2020-2021,43,Henrico County ,300,Echo Lake Elementary,              72
2020-2021,43,Henrico County ,680,Elizabeth Holladay Elementary,              61
2020-2021,43,Henrico County ,92,Elko Middle,             170
2020-2021,43,Henrico County ,200,Fair Oaks Elementary,              90
2020-2021,43,Henrico County ,510,Fairfield Middle,             193
2020-2021,43,Henrico County ,150,Gayton Elementary,              62
2020-2021,43,Henrico County ,470,George F. Baker Elementary,              53
2020-2021,43,Henrico County ,390,George H. Moody Middle,              50
2020-2021,43,Henrico County ,20,Glen Allen Elementary,              81
2020-2021,43,Henrico County ,96,Glen Allen High,             189
2020-2021,43,Henrico County ,380,Glen Lea Elementary,              48
2020-2021,43,Henrico County ,260,Greenwood Elementary ,              70
2020-2021,43,Henrico County ,420,Harold Macon Ratcliffe Elementary,              73
2020-2021,43,Henrico County ,94,Harvie Elementary,              84
2020-2021,43,Henrico County ,610,Henrico High,             233
2020-2021,43,Henrico County ,330,Henry D. Ward Elementary,              73
2020-2021,43,Henrico County ,670,Hermitage High,             330
2020-2021,43,Henrico County ,640,Highland Springs Elementary,              79
2020-2021,43,Henrico County ,190,Highland Springs High,             313
2020-2021,43,Henrico County ,95,Holman Middle ,              79
2020-2021,43,Henrico County ,100,Hungary Creek Middle ,             130
2020-2021,43,Henrico County ,620,Jackson Davis Elementary,              76
2020-2021,43,Henrico County ,660,Jacob L. Adams Elementary,              64
2020-2021,43,Henrico County ,600,John Randolph Tucker High,             229
2020-2021,43,Henrico County ,130,John Rolfe Middle,             203
2020-2021,43,Henrico County ,250,L. Douglas Wilder Middle,             139
2020-2021,43,Henrico County ,430,Laburnum Elementary,              54
2020-2021,43,Henrico County ,370,Lakeside Elementary,              77
2020-2021,43,Henrico County ,50,Longdale Elementary,              83
2020-2021,43,Henrico County ,490,Maude Trevvett Elementary,              56
2020-2021,43,Henrico County ,540,Maybeury Elementary,              68
2020-2021,43,Henrico County ,140,Mills E. Godwin High,             193
2020-2021,43,Henrico County ,210,Montrose Elementary,              62
2020-2021,43,Henrico County ,270,Nuckols Farm Elementary,              60
2020-2021,43,Henrico County ,440,Pemberton Elementary,              46
2020-2021,43,Henrico County ,570,Pinchbeck Elementary,              59
2020-2021,43,Henrico County ,280,Pocahontas Middle,              75
2020-2021,43,Henrico County ,690,Quioccasin Middle School,             166
2020-2021,43,Henrico County ,630,R.C. Longan Elementary,              89
2020-2021,43,Henrico County ,90,Ridge Elementary,              45
2020-2021,43,Henrico County ,240,Rivers Edge Elementary,              44
2020-2021,43,Henrico County ,650,Ruby F. Carver Elementary,              59
2020-2021,43,Henrico County ,220,Sandston Elementary,              32
2020-2021,43,Henrico County ,550,Seven Pines Elementary,              48
2020-2021,43,Henrico County ,710,Shady Grove Elementary,              68
2020-2021,43,Henrico County ,60,Short Pump Elementary,              47
2020-2021,43,Henrico County ,80,Short Pump Middle,             108
2020-2021,43,Henrico County ,480,Skipwith Elementary,              66
2020-2021,43,Henrico County ,230,Springfield Park Elementary,              77
2020-2021,43,Henrico County ,10,Three Chopt Elementary,              48
2020-2021,43,Henrico County ,360,Tuckahoe Elementary,              81
2020-2021,43,Henrico County ,520,Tuckahoe Middle,             104
2020-2021,43,Henrico County ,310,Twin Hickory Elementary,              52
2020-2021,43,Henrico County ,290,Varina Elementary,              43
2020-2021,43,Henrico County ,580,Varina High,             316
2020-2021,44,Henry County ,361,Axton Elementary,              53
2020-2021,44,Henry County ,10,Bassett High,             166
2020-2021,44,Henry County ,590,Campbell Court Elementary,              65
2020-2021,44,Henry County ,530,Drewry Mason Elementary,              72
2020-2021,44,Henry County ,620,Fieldale-Collinsville Middle ,             158
2020-2021,44,Henry County ,480,G.W. Carver Elementary ,              84
2020-2021,44,Henry County ,670,Laurel Park Middle ,             120
2020-2021,44,Henry County ,20,Magna Vista High,             144
2020-2021,44,Henry County ,661,Meadow View Elementary,             117
2020-2021,44,Henry County ,872,Mount Olivet Elementary ,              47
2020-2021,44,Henry County ,740,Rich Acres Elementary,              44
2020-2021,44,Henry County ,220,Sanville Elementary,              48
2020-2021,44,Henry County ,760,Stanleytown Elementary,              64
2020-2021,45,Highland County ,110,Highland Elementary,              17
2020-2021,45,Highland County ,220,Highland High,              13
2020-2021,114,Hopewell City ,110,Carter G. Woodson Middle,             157
2020-2021,114,Hopewell City ,40,Dupont Elementary,             113
2020-2021,114,Hopewell City ,140,Harry E. James Elementary,             126
2020-2021,114,Hopewell City ,120,Hopewell High,             195
2020-2021,114,Hopewell City ,70,Patrick Copeland Elementary,             113
2020-2021,114,Hopewell City ,151,Woodlawn Pre-School Learning Center,              57
2020-2021,46,Isle of Wight County ,421,Carrollton Elementary,              87
2020-2021,46,Isle of Wight County ,280,Carrsville Elementary,              27
2020-2021,46,Isle of Wight County ,422,Georgie D. Tyler Middle,              60
2020-2021,46,Isle of Wight County ,320,Hardy Elementary,              58
2020-2021,46,Isle of Wight County ,40,Smithfield High,             173
2020-2021,46,Isle of Wight County ,50,Smithfield Middle,              82
2020-2021,46,Isle of Wight County ,424,Westside Elementary,             121
2020-2021,46,Isle of Wight County ,240,Windsor Elementary,             100
2020-2021,46,Isle of Wight County ,250,Windsor High,              65
2020-2021,48,King George County ,100,King George Elementary,             171
2020-2021,48,King George County ,120,King George High,             177
2020-2021,48,King George County ,10,King George Middle,              89
2020-2021,48,King George County ,50,Potomac Elementary,              90
2020-2021,48,King George County ,221,Sealston Elementary ,             101
2020-2021,50,King William County ,180,Acquinton Elementary,              55
2020-2021,50,King William County ,190,Cool Spring Primary,              59
2020-2021,50,King William County ,160,Hamilton Holmes Middle,              79
2020-2021,50,King William County ,130,King William High,              95
2020-2021,49,King and Queen County ,280,Central High,              39
2020-2021,49,King and Queen County ,200,King & Queen Elementary,              40
2020-2021,49,King and Queen County ,290,Lawson-Marriott Elementary,              57
2020-2021,51,Lancaster County ,10,Lancaster High,              55
2020-2021,51,Lancaster County ,110,Lancaster Middle,              61
2020-2021,51,Lancaster County ,210,Lancaster Primary,              35
2020-2021,52,Lee County ,160,Dryden Elementary,              57
2020-2021,52,Lee County ,330,Elk Knob Elementary,              58
