LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_ENR,LEA_ENR_NONLEAFAC,LEA_SCHOOLS,LEA_CRCOORD_SEX_IND,LEA_CRCOORD_RAC_IND,LEA_CRCOORD_DIS_IND,LEA_CRCOORD_SEX_FN,LEA_CRCOORD_SEX_LN,LEA_CRCOORD_SEX_PH,LEA_CRCOORD_SEX_EM,LEA_CRCOORD_RAC_FN,LEA_CRCOORD_RAC_LN,LEA_CRCOORD_RAC_PH,LEA_CRCOORD_RAC_EM,LEA_CRCOORD_DIS_FN,LEA_CRCOORD_DIS_LN,LEA_CRCOORD_DIS_PH,LEA_CRCOORD_DIS_EM,LEA_DESEGPLAN,LEA_HBPOLICY_IND,LEA_HBPOLICYURL_IND,LEA_HBPOLICY_URL,LEA_ECE_IND,LEA_ECE_NONIDEA,LEA_PS_IND,LEA_PS_FULLDAYFREE,LEA_PS_FULLDAYCOST,LEA_PS_PARTDAYFREE,LEA_PS_PARTDAYCOST,LEA_PSENR_NONIDEA_A3,LEA_PSENR_NONIDEA_A4,LEA_PSENR_NONIDEA_A5,LEA_PSENR_A2,LEA_PSENR_A3,LEA_PSENR_A4,LEA_PSENR_A5,LEA_PSELIG_ALL,LEA_PSELIG_IDEA,LEA_PSELIG_TITLEI,LEA_PSELIG_LOWINC,LEA_KG_IND,LEA_KG_FULLDAYFREE,LEA_KG_FULLDAYCOST,LEA_KG_PARTDAYFREE,LEA_KG_PARTDAYCOST,LEA_GED_IND,LEA_GEDPART_HI_M,LEA_GEDPART_HI_F,LEA_GEDPART_AM_M,LEA_GEDPART_AM_F,LEA_GEDPART_AS_M,LEA_GEDPART_AS_F,LEA_GEDPART_HP_M,LEA_GEDPART_HP_F,LEA_GEDPART_BL_M,LEA_GEDPART_BL_F,LEA_GEDPART_WH_M,LEA_GEDPART_WH_F,LEA_GEDPART_TR_M,LEA_GEDPART_TR_F,TOT_GEDPART_M,TOT_GEDPART_F,LEA_GEDPART_LEP_M,LEA_GEDPART_LEP_F,LEA_GEDPART_IDEA_M,LEA_GEDPART_IDEA_F,LEA_GEDCRED_HI_M,LEA_GEDCRED_HI_F,LEA_GEDCRED_AM_M,LEA_GEDCRED_AM_F,LEA_GEDCRED_AS_M,LEA_GEDCRED_AS_F,LEA_GEDCRED_HP_M,LEA_GEDCRED_HP_F,LEA_GEDCRED_BL_M,LEA_GEDCRED_BL_F,LEA_GEDCRED_WH_M,LEA_GEDCRED_WH_F,LEA_GEDCRED_TR_M,LEA_GEDCRED_TR_F,TOT_GEDCRED_M,TOT_GEDCRED_F,LEA_GEDCRED_LEP_M,LEA_GEDCRED_LEP_F,LEA_GEDCRED_IDEA_M,LEA_GEDCRED_IDEA_F,LEA_DISTED_IND,LEA_DISTEDENR_HI_M,LEA_DISTEDENR_HI_F,LEA_DISTEDENR_AM_M,LEA_DISTEDENR_AM_F,LEA_DISTEDENR_AS_M,LEA_DISTEDENR_AS_F,LEA_DISTEDENR_HP_M,LEA_DISTEDENR_HP_F,LEA_DISTEDENR_BL_M,LEA_DISTEDENR_BL_F,LEA_DISTEDENR_WH_M,LEA_DISTEDENR_WH_F,LEA_DISTEDENR_TR_M,LEA_DISTEDENR_TR_F,TOT_DISTEDENR_M,TOT_DISTEDENR_F,LEA_DISTEDENR_LEP_M,LEA_DISTEDENR_LEP_F,LEA_DISTEDENR_IDEA_M,LEA_DISTEDENR_IDEA_F
CO,COLORADO,0802370,Platte Canyon School District No. 1,P O BOX 1069,BAILEY,80421,No,1055,0,3,Yes,Yes,Yes,Brenda,Krage,303-838-7666,bkrage@pcsdk12.org,Brenda,Krage,303-838-7666,bkrage@pcsdk12.org,Brenda,Krage,303-838-7666,bkrage@pcsdk12.org,No,Yes,Yes,http://plattecanyonschools.ss9.sharpschool.com/UserFiles/Servers/Server_62979/File/District%20Policies/Policies/404_Discrimination_Harassment_Rev._11.12.12.pdf,No,-9,Yes,No,Yes,No,Yes,Yes,Yes,Yes,0,26,41,8,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,2,2,0,0,0,0,2,8,0,0,4,10,0,0,0,2
CO,COLORADO,0802400,Bayfield School District No. 10Jt-R,24 CLOVER DRIVE,BAYFIELD,81122,No,1357,38,3,Yes,Yes,Yes,Rob,Dean,(970)884-9521 x3009,rdean@bayfield.k12.co.us,Misty,Mathews,(970)884-2496 x4007,mmathews@bayfield.k12.co.us,Sheryl,Kaufman,(970)884-9521 x3005,skaufman@bayfield.k12.co.us,No,Yes,Yes,https://1.cdn.edl.io/Lf0I0b0utGDBPiASlySzn9fbpRXSxs8FVb23yIzDKLfsCFd7.pdf,No,-9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,5,29,5,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,Yes,2,2,0,2,0,0,0,0,0,0,23,23,2,0,27,27,2,2,0,2
CO,COLORADO,0802430,Bennett School District No. 29J,615 7TH STREET,BENNETT,80102,No,1100,0,4,Yes,Yes,Yes,Robin,Purdy,303-644-3234,robinp@bsd29j.com,Debra,Matis,303-644-3234,debram@bsd29j.com,Laurie,Warren,303-644-3234,lauriew@bsd29j.com,No,Yes,Yes,www.bsd29j.com,No,-9,Yes,No,No,No,Yes,Yes,Yes,Yes,0,11,23,29,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,5,11,0,0,0,0,0,0,2,0,20,26,0,0,27,37,2,2,2,0
CO,COLORADO,0802460,Bethune School District No. R- 5,P. O. BOX 127,BETHUNE,80805,No,113,0,1,Yes,Yes,Yes,Shila,Adolf,719-346-7513,sadolf@bethuneschool.com,Shila,Adolf,719-346-7513,sadolf@bethuneschool.com,Shila,Adolf,719-346-7513,sadolf@bethuneschool.com,No,Yes,No,-9,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802490,Boulder Valley School District No. Re2,P O BOX 9011 6500 ARAPAHOE RD,BOULDER,80301,No,31247,104,57,Yes,Yes,Yes,Joe,Sleeper,720-561-5114,joe.sleeper@bvsd.org,Joe,Sleeper,720-561-5114,joe.sleeper@bvsd.org,Joe,Sleeper,720-561-5114,joe.sleeper@bvsd.org,No,Yes,Yes,http://www.bvsd.org/policies/Policies/ADD.pdf#search=Bullying,No,-9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,215,137,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802520,Branson Reorganized School District No. 82,PO BOX 128,BRANSON,81027,No,464,0,2,Yes,Yes,Yes,Brad,Caldwell,7199465531,bcaldwell@bransonschoolonline.com,Brad,Caldwell,7199465531,bcaldwell@bransonschoolonline.com,Brad,Caldwell,7199465531,bcaldwell@bransonschoolonline.com,No,Yes,Yes,http://bransonschoolonline.com,No,-9,Yes,Yes,No,No,No,No,Yes,Yes,0,0,5,5,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0802550,Weld County School District No. Re-10J,P O BOX 125,BRIGGSDALE,80611,No,173,0,2,Yes,Yes,Yes,Rick,Mondt,(970)656-3417,rmondt@briggsdaleschool.org,Rick,Mondt,(970)6563417,rmondt@briggsdaleschool.org,Rick,Mondt,(970)656-3417,rmondt@briggsdaleschool.org,No,Yes,No,-9,No,-9,Yes,Yes,No,No,No,Yes,Yes,Yes,0,5,8,0,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,0,0,0,0,0,0,0,0,0,8,11,0,0,10,11,0,0,2,2
CO,COLORADO,0802580,School District 27J,18551 EAST 160TH AVENUE,BRIGHTON,80601,Yes,17138,0,26,Yes,Yes,Yes,Janet,Wyatt,303-655-2994,jwyatt@sd27j.net,Janet,Wyatt,303-655-2994,jwyatt@sd27j.net,Janet,Wyatt,303-655-2994,jwyatt@sd27j.net,No,Yes,Yes,www.sd27j.org,No,-9,Yes,No,No,Yes,Yes,No,Yes,Yes,0,143,482,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802610,School District No. Re-2 Brush,P O BOX 585,BRUSH,80723,No,1484,0,4,Yes,Yes,Yes,Bill,Wilson,(970)842-5176x1001,b.wilson@brushschools.org,Bill,Wilson,(970)842-5176x1001,b.wilson@brushschools.org,Bill,Wilson,(970)842-5176x1001,b.wilson@brushschools.org,No,Yes,Yes,www.brushschttp://www.brushschools.org/common/pages/DisplayFile.aspx?itemId=4701466hools.org,No,-9,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,0,8,44,Yes,-9,-9,-9,Yes,Yes,No,No,No,Yes,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,Yes,8,11,0,0,0,0,0,0,0,2,8,20,0,2,16,35,0,0,0,0
CO,COLORADO,0802640,Buena Vista School District R-31,P O BOX 2027,BUENA VISTA,81211,No,1017,0,4,Yes,Yes,Yes,Patricia,Ball,719-395-7099,patriciab@bvschools.org,Patricia,Ball,719-395-7099,patriciab@bvschools.org,Patricia,Ball,719-395-7099,patriciab@bvschools.org,No,Yes,No,-9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2,23,47,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802670,Burlington Public School District No. RE-6J,P O BOX 369,BURLINGTON,80807,No,778,0,3,Yes,Yes,Yes,Tom,Satterly,719-346-8737,tsatterly@burlingtonk12.org,Tom,Satterly,719-346-8737,tsatterly@burlingtonk12.org,Tom,Satterly,719-346-8737,tsatterly@burlingtonk12.org,No,Yes,Yes,https://sites.google.com/a/burlingtonk12.org/main/civil-rights,No,-9,Yes,No,No,Yes,Yes,No,No,No,0,20,23,20,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802700,Byers School District No. 32J,444 EAST FRONT STREET,BYERS,80103,No,3035,0,7,Yes,Yes,Yes,Jeremy,Kerns,303-822-5292,kerns.jeremy@byers.k12.co.uu,Tom,Turrell,303-822-5292,turrell.tom@byers.k12.co.us,Victoria,Dickens,303-822-5292,dickens.victoria@byers.k12.o.us,No,Yes,Yes,www.byers32j.k12.co.us,No,-9,Yes,No,No,No,Yes,Yes,Yes,Yes,0,5,26,11,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,746,731,14,17,11,14,5,5,71,74,404,419,5,11,1256,1271,416,395,71,44
CO,COLORADO,0802730,Calhan District No. RJ1,780 8TH STREET,CALHAN,80808,No,460,0,3,Yes,Yes,Yes,Alexzandra,Taylor,(719) 347-2766 X530,alexzandra.taylor@calhanschool.org,Linda,Miller,(719) 347-2154 X180,linmiller@calhanschool.org,Linda,Miller,(719) 347-2766 X180,linmiller@calhanschool.org,No,Yes,Yes,www.calhanschool.org,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802760,Campo School District No. Re-6,P O BOX 70,CAMPO,81029,No,37,0,2,Yes,Yes,Yes,Nikki,Johnson,719-787-2226,nikki.johnson@campok12.org,Nikki,Johnson,719-787-2226,nikki.johnson@campok12.org,Nikki,Johnson,719-787-2226,nikki.johnson@campok12.org,No,Yes,Yes,http://www.campok12.org/studentresources,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,0,2,2,2,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0
CO,COLORADO,0802790,Fremont Re-1,101 NORTH 14TH STREET,CANON CITY,81212,Yes,3672,0,9,Yes,Yes,Yes,George,Welsh,719-276-5700 x5705,welshg@canoncityschools.org,George,Welsh,719-276-5700 x5705,welshg@canoncityschools.org,Lynnette,Steinhoff,(719) 276-5700 x5716,steinhl@canoncityschools.org,No,Yes,Yes,www.canoncityschools.org,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,26,47,59,23,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802850,Center Consolidated School District No. 26 Jt. of the count,550 S. SYLVESTER AVENUE,CENTER,81125,No,648,0,5,Yes,Yes,Yes,Chris,Vance,7197542332,cvance@center.k12.co.us,Chris,Vance,7197542332,cvance@center.k12.co.us,Chris,Vance,7197542332,cvance@center.k12.co.us,No,Yes,Yes,www.center.k12.co.us,No,-9,Yes,No,Yes,No,No,No,No,No,0,14,23,5,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802880,Cheraw School District No. 31 in the county of Otero and S,P.O. BOX 160,CHERAW,81030,No,213,212,1,Yes,Yes,Yes,Tonya,Rodwell,719-853-6655,tonya.rodwell@cheraw.k12.co.us,Tonya,Rodwell,719-853-6655,tonya.rodwell@cheraw.k12.co.us,Tonya,Rodwell,719-853-6655,tonya.rodwell@cheraw.k12.co.us,No,Yes,Yes,www.casb.org,No,-9,Yes,Yes,No,No,No,No,Yes,No,0,0,14,0,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the county of Arapah,4700 SOUTH YOSEMITE STREET,GREENWOOD VILLAGE,80111,Yes,54730,65,65,Yes,Yes,Yes,Stephanie,Davies,(720)554-4471,sdavies@cherrycreekschools.org,Stephanie,Davies,(720)554-4471,sdavies@cherrycreekschools.org,Stephanie,Davies,(720)554-4471,sdavies@cherrycreekschools.org,No,Yes,Yes,www.cherrycreekschools.org/boe/sectionjpolicies/jicde.pdf,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,23,677,1010,65,Yes,-9,-9,-9,Yes,Yes,No,Yes,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802940,Cheyenne Mountain School District No. 12 in the county of E,1775 LACLEDE STREET,COLORADO SPRINGS,80905,No,5104,2,11,Yes,Yes,Yes,Walt,Cooper,(719)475-6100,cooper@cmsd12.org,Walt,Cooper,(719)475-6100,cooper@cmsd12.org,Carolena,Steen,(719) 475-6100,csteen@cmsd12.org,No,Yes,Yes,www.cmsd12.org,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,68,65,5,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803000,Clear Creek School District No. Re-1,P O BOX 3399,IDAHO SPRINGS,80452,No,896,0,5,Yes,Yes,Yes,Roslin,Marshall,303-567-3850,roslin.marshall@ccsdre1.org,Roslin,Marshall,303-567-3850,roslin.marshall@ccsdre1.org,Terri,Jones,303-567-3850,terri.jones@ccsdre1.org,No,Yes,Yes,http://z2.ctspublish.com/casb/Z2Browser2.html?showset=clearcreek-casb,No,-9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,29,41,8,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,0,0
CO,COLORADO,0803030,Plateau Valley School District No. 50 in the county of Mesa,56600 HIGHWAY 330,COLLBRAN,81624,No,452,0,4,Yes,Yes,Yes,Greg,Randall,970-487-3547,grandall@pvsd50.org,Greg,Randall,970-487-3547,grandall@pvsd50.org,Greg,Randall,970-487-3547,grandall@pvsd50.org,No,Yes,No,-9,No,-9,Yes,No,No,Yes,No,Yes,Yes,Yes,0,2,11,11,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,0,0,0,0,0,0,0,0,0,5,8,0,0,7,8,0,0,0,0
CO,COLORADO,0803060,Colorado Springs School District No. 11 in the county of E,1115 NORTH EL PASO STREET,COLORADO SPRINGS,80903,Yes,27938,50,46,Yes,Yes,Yes,Alvin,"Brown, Jr.",719-520-2271,browna@d11.org,Alvin,"Brown, Jr.",719-520-2271,browna@d11.org,Alvin,"Brown, Jr.",719-520-2271,browna@d11.org,No,Yes,Yes,www.d11.org,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,0,335,656,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,56,35,5,2,0,2,0,2,20,11,62,35,0,0,143,87,5,2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,4,-2,4,-2,-2,-2,8,-2,-2,-2,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,PO DRAWER R,CORTEZ,81321,No,2782,0,10,Yes,Yes,Yes,Dan,Porter,970-565-7282 X 1133,dporter@cortez.k12.co.us,Lori,Haukeness,970-565-7282 x1115,lhaukeness@cortez.k12.co.us,Lori,Haukeness,970-565-7282 x1115,lhaukeness@cortez.k12.co.us,No,Yes,Yes,http://images.pcmac.org/Uploads/MontezumaCortezSDRE1/MontezumaCortezSDRE1/Departments/DocumentsCategories/Documents/JICDE%20-%20Bullying%20Prevention%20and%20Education.pdf,No,-9,Yes,No,No,Yes,No,Yes,Yes,Yes,0,47,86,17,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803120,Fremont RE-3,PO BOX 385,COTOPAXI,81223,No,203,0,2,Yes,Yes,Yes,Randy,Bohlander,719-942-4131 x223,rbohlander@cotopaxire3.org,Amber,Bohlander,719-942-4131 x223,rbohlander@cotopaxire3.org,Randy,Bohlander,719-942-4131 x223,rbohlander@cotopaxire3.org,No,Yes,Yes,http://www.cotopaxire3.org/students.html,No,-9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,8,5,2,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,2,0,0,0,0
CO,COLORADO,0803150,Creede School District,P O BOX 429,CREEDE,81130,No,84,5,1,Yes,Yes,Yes,Buck,Stroh,719-658-2220,buck@creedek12.net,Buck,Stroh,719-658-2220,buck@creedek12.net,Buck,Stroh,719-658-2220,buck@creedek12.net,No,Yes,Yes,www.creedek12.net,No,-9,Yes,No,No,Yes,No,Yes,Yes,Yes,0,2,2,2,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803180,Cripple Creek-Victor School District No. Re-1,410 North B Street,CRIPPLE CREEK,80813,No,374,0,2,Yes,Yes,Yes,Michael,McDonald,(719)689-2800,mmcdonald@ccvschools.com,Michael,McDonald,(719)689-2800,mmcdonald@ccvschools.com,Kari,Wilson,(719)689-2686,kwilson@ccvschools.com,No,Yes,Yes,www.ccvschools.org,No,-9,Yes,No,No,Yes,Yes,Yes,Yes,Yes,0,5,26,2,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803210,Crowley County School District No. Re-1-J,1001 MAIN STREET,ORDWAY,81063,No,445,446,3,Yes,Yes,Yes,Scott,Cuckow,(719)267-3117,scott.cuckow@cck12.net,Scott,Cuckow,(719)267-3117,scott.cuckow@cck12.net,Scott,Cuckow,(719)267-3117,scott.cuckow@cck12.net,No,Yes,Yes,http://www.cck12.net/policies.html,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,0,0,0,0,0,0,0,0,0,2,2,0,0,4,2,0,0,0,0
