LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_DISTED_IND,LEA_DISTEDENR_HI_M,LEA_DISTEDENR_HI_F,LEA_DISTEDENR_AM_M,LEA_DISTEDENR_AM_F,LEA_DISTEDENR_AS_M,LEA_DISTEDENR_AS_F,LEA_DISTEDENR_HP_M,LEA_DISTEDENR_HP_F,LEA_DISTEDENR_BL_M,LEA_DISTEDENR_BL_F,LEA_DISTEDENR_WH_M,LEA_DISTEDENR_WH_F,LEA_DISTEDENR_TR_M,LEA_DISTEDENR_TR_F,TOT_DISTEDENR_M,TOT_DISTEDENR_F,LEA_DISTEDENR_LEP_M,LEA_DISTEDENR_LEP_F,LEA_DISTEDENR_IDEA_M,LEA_DISTEDENR_IDEA_F
CO,Colorado,0805760,Monte Vista School District No. C-8,345 East Prospect,Monte Vista,81144,No,Yes,15,19,0,0,1,1,0,0,0,2,39,37,2,1,57,60,1,0,3,2
CO,Colorado,0805790,Montrose County School District Re-1j,930 Colorado Avenue,Montrose,81401,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,146 Jefferson St,Monument,80132,No,Yes,65,75,3,1,11,16,1,1,14,15,417,445,52,41,563,594,9,22,73,40
CO,Colorado,0805850,West End School District No. Re-2,225 West 4th Street,Nucla,81424,No,Yes,1,3,0,0,0,0,0,0,1,0,25,29,0,0,27,32,0,0,1,1
CO,Colorado,0805880,Norwood School District No. R-2j,1225 West Summit Avenue,Norwood,81423,No,Yes,0,3,0,0,0,0,0,0,0,0,3,10,0,0,3,13,0,0,0,0
CO,Colorado,0805910,South Routt School District No. Re 3,305 South Grant Street,Oak Creek,80467,No,Yes,0,3,0,0,0,0,0,0,0,0,19,31,0,0,19,34,0,0,0,1
CO,Colorado,0805940,Otis School District No. R-3,518 Dungan Street,Otis,80743,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805970,Ouray School District No. R-1 Of  The County Of Ouray And,400 7th Avenue,Ouray,81427,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806000,Revere School District,500 Main St,Ovid,80744,No,Yes,0,0,0,0,0,0,0,0,0,0,11,5,0,0,11,5,0,0,1,0
CO,Colorado,0806030,School District No. Re-5 Plateau,311 Coleman Ave,Peetz,80747,No,Yes,0,0,0,0,0,0,0,0,0,0,6,3,0,1,6,4,0,0,0,1
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,18320 Main Street,Peyton,80831,No,Yes,0,0,0,1,1,0,0,0,0,0,5,6,0,0,6,7,0,0,0,0
CO,Colorado,0806090,Pritchett School District No. Re-3,533 Irving Street,Pritchett,81064,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,315 West 11th Street,Pueblo,81003,Yes,Yes,94,100,1,0,0,0,0,0,1,1,35,29,5,3,136,133,6,8,3,8
CO,Colorado,0806150,Pueblo County School District 70,24951 East Highway 50,Pueblo,81006,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806180,Rangely School District Re4,402 West Main St.,Rangely,81648,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806210,Ridgway School District No. R-2  Of  The County Of Ouray A,1115 West Clinton Street,Ridgway,81432,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Colorado,0806240,Garfield School District No. Re-2,839 Whiteriver Ave,Rifle,81650,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806270,Rocky Ford School District No. R2,601 South 8th Street,Rocky Ford,81067,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806300,Mountain Valley School District No. Re 1,403 Pitkin Avenue,Saguache,81149,No,Yes,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0
CO,Colorado,0806330,Salida School District No. R-32,627 Oak St,Salida,81201,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806360,Centennial School District No. R-1,14644 Hwy 159,San Luis,81152,No,Yes,22,14,0,0,0,0,0,0,1,0,3,1,0,0,26,15,0,0,0,0
CO,Colorado,0806390,Sanford School District No. 6 In The County Of Conejos And,755 Second Street,Sanford,81151,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806420,Sangre De Cristo School District No. Re-22j,8751 Lane 7 N,Mosca,81146,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806450,Sargent School District No. Re-33j,7090 North County Rd 2 East,Monte Vista,81144,No,Yes,8,11,0,0,2,0,0,0,0,0,7,13,0,1,17,25,1,0,0,0
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1820 Main Street,Colorado Springs,80911,No,Yes,21,27,0,1,0,0,2,4,3,10,19,31,2,11,47,84,10,5,20,17
CO,Colorado,0806510,Hi-Plains R-23,350 Patriot Drive,Seibert,80834,No,Yes,3,2,0,0,0,0,0,0,1,0,4,5,0,0,8,7,1,0,1,0
CO,Colorado,0806540,Sheridan School District No. 2,4150 South Hazel Court,Englewood,80110,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806570,Silverton School District No. 1 In The County Of San Juan,1160 Snowden St,Silverton,81433,No,Yes,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0
CO,Colorado,0806600,Big Sandy School District No. 100j,18091 Cr 125,Simla,80835,No,Yes,3,2,0,0,0,0,0,0,0,0,16,8,0,0,19,10,2,0,0,0
CO,Colorado,0806630,Springfield School District No. Re-4,389 Tipton Street,Springfield,81073,No,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CO,Colorado,0806660,Steamboat Springs School District No. Re 2,325 7th Street,Steamboat Springs,80487,No,Yes,34,30,-11,-11,0,1,2,2,1,1,103,107,3,2,-11,-11,12,9,7,3
CO,Colorado,0806690,School District No. Re-1 Valley,301 Hagen Street,Sterling,80751,No,Yes,15,7,0,1,0,0,0,0,0,0,16,24,1,0,32,32,1,1,7,1
CO,Colorado,0806720,School District No. Re-11 In The County Of Weld And State Of,42315 Wcr 133,New Raymer,80742,No,Yes,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,5,4,5,1,1
CO,Colorado,0806750,Strasburg School District 31j,56729 East Colorado Avenue,Strasburg,80136,No,Yes,10,14,0,1,0,2,0,1,2,2,21,19,0,0,33,39,3,8,0,0
CO,Colorado,0806780,School District No. R-4 In The County Of Kit Carson And Stat,219 Illinois Ave,Stratton,80836,No,Yes,2,4,0,0,0,0,0,0,0,0,2,2,0,0,4,6,1,2,0,0
CO,Colorado,0806810,Summit School District No. Re 1,0150 School Road,Frisco,80443,No,Yes,11,14,0,0,0,0,0,0,0,0,41,51,2,1,54,66,2,3,1,0
CO,Colorado,0806840,Swink School District No. 33 In The County Of Otero And St,610 Columbia Avenue,Swink,81077,No,Yes,4,9,0,0,1,0,0,0,0,0,12,11,0,2,17,22,0,0,0,0
CO,Colorado,0806870,Telluride School District No. R-1,725 West Colorado Ave.,Telluride,81435,No,Yes,2,2,0,0,0,0,0,0,0,0,27,37,1,1,30,40,0,0,0,0
CO,Colorado,0806900,Adams 12 Five Star Schools,1500 E 128th Avenue,Thornton,80241,No,Yes,225,148,2,4,7,7,1,0,9,1,138,83,11,10,393,253,83,43,56,24
CO,Colorado,0806930,Kiowa County School District No. Re-2,13997 County Road 71,Sheridan Lake,81071,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806960,Trinidad School District 1 In The County Of Las Animas And,816 West Street,Trinidad,81082,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806990,Vilas School District Re-5,202 Collingwood Street,Vilas,81087,No,Yes,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,5,0,0,0,0
CO,Colorado,0807050,North Park School District R-1,910 4th Street,Walden,80480,No,Yes,2,3,0,0,0,0,0,0,0,0,4,6,0,0,6,9,1,3,1,0
CO,Colorado,0807080,Huerfano School District Re-1,201 East Fifth Street,Walsenburg,81089,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807110,Walsh School District No. Re-1,301 West Poplar,Walsh,81090,No,Yes,2,2,0,0,0,0,0,0,0,0,1,5,0,0,3,7,0,0,0,0
CO,Colorado,0807140,School District No. Re-20 Weldon Valley,911 North Avenue,Weldona,80653,No,Yes,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
CO,Colorado,0807200,Custer County School District Consolidate 1,709 Main St.,Westcliffe,81252,No,Yes,0,0,0,0,0,0,0,0,0,0,15,14,0,0,15,14,0,0,2,1
CO,Colorado,0807230,Westminster Public Schools,6933 Raleigh Street,Westminster,80030,No,Yes,515,624,4,7,27,33,5,2,14,14,103,116,20,14,688,810,170,179,75,50
CO,Colorado,0807260,Primero Reorganized School District No. 2,20200 State Highway 12,Weston,81091,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CO,Colorado,0807290,School District No. Re-50 Wiggins,404 Chapman St,Wiggins,80654,No,Yes,2,5,0,0,2,0,0,0,0,0,12,31,2,0,18,36,1,1,0,0
CO,Colorado,0807320,Wiley School District No. Re-13 Jt,510 Ward Street,Wiley,81092,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807350,Weld County Reorganized School District No. Re-4,1020 Main Street,Windsor,80550,No,Yes,34,31,2,3,9,7,0,0,9,3,98,132,5,1,157,177,3,1,18,7
CO,Colorado,0807380,Woodland Park School District No. Re-2,155 Panther Way,Woodland Park,80863,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807410,Woodlin School District No. R-104,"15400 County Road. L, Box 185",Woodrow,80757,No,Yes,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
CO,Colorado,0899200,Centennial Boces,2020 Clubhouse Dr.,Greeley,80634,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0899300,San Juan Boces,701 Camino Del Rio,Durango,81301,No,Yes,5,6,0,2,0,3,0,0,1,1,29,26,1,0,36,38,0,1,3,0
