SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2018-2019,8,COLORADO,CO,BEAR CREEK ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-0652,80249000099,800099,2500 TABLE MESA DRIVE,,,BOULDER,CO,80305,,2500 TABLE MESA DRIVE,,,BOULDER,CO,80305,5746.0,(720)561-3500,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,BIRCH ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-0872,80249000100,800100,1035 BIRCH STREET,,,BROOMFIELD,CO,80020,,1035 BIRCH,,,BROOMFIELD,CO,80020,1442.0,(720)561-8800,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,BOULDER HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-0924,80249000101,800101,1604 ARAPAHOE AVENUE,,,BOULDER,CO,80302,,1604 ARAPAHOE AVENUE,,,BOULDER,CO,80302,6312.0,(720)561-2200,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,BROOMFIELD HEIGHTS MIDDLE SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1066,80249000102,800102,1555 DAPHNE STREET,,,BROOMFIELD,CO,80020,,1555 DAPHNE STREET,,,BROOMFIELD,CO,80020,1161.0,(720)561-8400,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,BROOMFIELD HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1070,80249000103,800103,1 EAGLE WAY,,,BROOMFIELD,CO,80020,,1 EAGLE WAY,,,BROOMFIELD,CO,80020,3532.0,(720)561-8100,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1136,80249000104,800104,290 MANHATTAN DRIVE,,,BOULDER,CO,80303,,290 MANHATTAN DRIVE,,,BOULDER,CO,80303,4242.0,(720)561-6300,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,CASEY MIDDLE SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1352,80249000106,800106,1301 HIGH STREET,,,BOULDER,CO,80304,,1301 HIGH STREET,,,BOULDER,CO,80304,4133.0,(720)561-2700,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,CENTAURUS HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1380,80249000107,800107,10300 SOUTH BOULDER ROAD,,,LAFAYETTE,CO,80026,,10300 SOUTH BOULDER ROAD,,,LAFAYETTE,CO,80026,1402.0,(720)561-7500,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,CENTENNIAL MIDDLE SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1390,80249000108,800108,2205 NORWOOD AVENUE,,,BOULDER,CO,80304,,2205 NORWOOD AVENUE,,,BOULDER,CO,80304,1332.0,(720)561-5441,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,COLUMBINE ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1842,80249000109,800109,3130 REPPLIER DRIVE,,,BOULDER,CO,80304,,3130 REPPLIER DRIVE,,,BOULDER,CO,80304,2745.0,(720)561-2500,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,CREST VIEW ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1996,80249000110,800110,1897 SUMAC AVENUE,,,BOULDER,CO,80304,,1897 SUMAC AVENUE,,,BOULDER,CO,80304,815.0,(720)561-5461,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,DOUGLASS ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-2240,80249000111,800111,840  75TH STREET,,,BOULDER,CO,80303,,840  75TH STREET,,,BOULDER,CO,80303,3101.0,(720)561-5541,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,EISENHOWER ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-2552,80249000112,800112,1220 EISENHOWER DRIVE,,,BOULDER,CO,80303,,1220 EISENHOWER DRIVE,,,BOULDER,CO,80303,1118.0,(720)561-6700,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,EMERALD ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-2702,80249000113,800113,755 W. ELMHURST PLACE,,,BROOMFIELD,CO,80020,,755 W. ELMHURST PLACE,,,BROOMFIELD,CO,80020,2222.0,(720)561-8500,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,FAIRVIEW HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-2892,80249000114,800114,1515 GREENBRIAR BOULEVARD,,,BOULDER,CO,80305,,1515 GREENBRIAR BOULEVARD,,,BOULDER,CO,80305,7043.0,(720)561-3100,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,FLATIRONS ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-2970,80249000115,800115,1150 7TH STREET,,,BOULDER,CO,80302,,1150 7TH STREET,,,BOULDER,CO,80302,6906.0,(720)561-4600,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,FOOTHILL ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-3022,80249000116,800116,1001 HAWTHORNE AVENUE,,,BOULDER,CO,80304,,1001 HAWTHORNE AVENUE,,,BOULDER,CO,80304,2145.0,(720)561-2600,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,GOLD HILL ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-3488,80249000117,800117,890 MAIN STREET,,,GOLD HILL,CO,80302,,890 MAIN STREET,,,GOLD HILL,CO,80302,8763.0,(720)561-5940,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,HEATHERWOOD ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-3882,80249000118,800118,7750 CONCORD DRIVE,,,BOULDER,CO,80301,,7750 CONCORD DRIVE,,,BOULDER,CO,80301,4053.0,(720)561-5586,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,JAMESTOWN ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-4386,80249000119,800119,111 MESA STREET,,,JAMESTOWN,CO,80455,,111 MESA STREET,,,JAMESTOWN,CO,80455,,(720)561-6020,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,KOHL ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-4792,80249000120,800120,1000 WEST 10TH AVENUE,,,BROOMFIELD,CO,80020,,1000 WEST 10TH AVENUE,,,BROOMFIELD,CO,80020,1854.0,(720)561-8600,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,LAFAYETTE ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-4874,80249000121,800121,101 NORTH BERMONT AVENUE,,,LAFAYETTE,CO,80026,,101 NORTH BERMONT AVENUE,,,LAFAYETTE,CO,80026,1667.0,(720)561-8900,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,ANGEVINE MIDDLE SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-4878,80249000122,800122,1150 W SOUTH BOULDER ROAD,,,LAFAYETTE,CO,80026,,1150 W  SOUTH BOULDER ROAD,,,LAFAYETTE,CO,80026,2877.0,(720)561-7100,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,LOUISVILLE ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-5302,80249000124,800124,400 HUTCHINSON STREET,,,LOUISVILLE,CO,80027,,400 HUTCHINSON STREET,,,LOUISVILLE,CO,80027,2018.0,(720)561-7200,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,LOUISVILLE MIDDLE SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-5306,80249000125,800125,1341 MAIN STREET,,,LOUISVILLE,CO,80027,,1341 MAIN STREET,,,LOUISVILLE,CO,80027,1550.0,(720)561-7400,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-5606,80249000128,800128,3740 MARTIN DRIVE,,,BOULDER,CO,80305,,3740 MARTIN DRIVE,,,BOULDER,CO,80305,5448.0,(720)561-3800,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,MESA ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-5838,80249000129,800129,1575 LEHIGH STREET,,,BOULDER,CO,80305,,1575 LEHIGH STREET,,,BOULDER,CO,80305,6941.0,(720)561-3000,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,NEDERLAND ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-6208,80249000130,800130,#1 SUNDOWN TRAIL,,,NEDERLAND,CO,80466,,#1 SUNDOWN TRAIL,,,NEDERLAND,CO,80466,,(720)561-4800,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-6212,80249000131,800131,597 ELDORA ROAD,,,NEDERLAND,CO,80466,,597 ELDORA ROAD,,,NEDERLAND,CO,80466,9524.0,(720)561-4900,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2018-2019,8,COLORADO,CO,NEVIN PLATT MIDDLE SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-6224,80249000132,800132,6096 BASELINE ROAD,,,BOULDER,CO,80303,,6096 BASELINE ROAD,,,BOULDER,CO,80303,3001.0,(720)561-5536,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,SOUTHERN HILLS MIDDLE SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-8135,80249000134,800134,1500 KNOX DRIVE,,,BOULDER,CO,80305,,1500 KNOX DRIVE,,,BOULDER,CO,80305,6617.0,(720)561-3400,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,UNIVERSITY HILL ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-8978,80249000135,800135,956  16TH STREET,,,BOULDER,CO,80302,,956  16TH STREET,,,BOULDER,CO,80302,7316.0,(720)561-5416,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,WHITTIER ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-9544,80249000139,800139,2008 PINE STREET,,,BOULDER,CO,80302,,2008 PINE STREET,,,BOULDER,CO,80302,4407.0,(720)561-5431,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,NEW VISTA HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-6195,80249000465,800465,700 20TH STREET,,,BOULDER,CO,80302,7702.0,700 20TH STREET,,,BOULDER,CO,80302,7702.0,(720)561-8700,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,ARAPAHOE RIDGE HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-0125,80249001219,801219,6600 ARAPAHOE AVENUE,,,BOULDER,CO,80303,,6600 ARAPAHOE AVENUE,,,BOULDER,CO,80303,1408.0,(720)561-5220,,1,Open,1,Open,01/16/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,COMMUNITY MONTESSORI SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1883,80249001227,801227,805 GILLASPIE DR,,,BOULDER,CO,80305,,805 GILLASPIE DR,,,BOULDER,CO,80305,6501.0,(720)561-3700,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,8,COLORADO,CO,HIGH PEAKS ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-3940,80249001243,801243,3995 EAST AURORA AVENUE,,,BOULDER,CO,80303,,3995 EAST AURORA AVENUE,,,BOULDER,CO,80303,2543.0,(720)561-6500,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,RYAN ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-7528,80249001365,801365,1405 CENTAUR VILLAGE DRIVE,,,LAFAYETTE,CO,80026,,1405 CENTAUR VILLAGE DRIVE,,,LAFAYETTE,CO,80026,1471.0,(720)561-7000,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,COAL CREEK ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-1725,80249001376,801376,801 WEST TAMARISK STREET,,,LOUISVILLE,CO,80027,,801 WEST TAMARISK STREET,,,LOUISVILLE,CO,80027,1051.0,(720)561-4500,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,ALICIA SANCHEZ INTERNATIONAL SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-7592,80249001403,801403,655 SIR GALAHAD DRIVE,,,LAFAYETTE,CO,80026,,655 SIR GALAHAD DRIVE,,,LAFAYETTE,CO,80026,1979.0,(720)561-7300,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,8,COLORADO,CO,HALCYON SCHOOL (SPECIAL EDUCATION),Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-3499,80249001467,801467,3100 BUCKNELL COURT,,,BOULDER,CO,80303,,3100 BUCKNELL COURT,,,BOULDER,CO,80303,3465.0,(720)561-4700,,2,Closed,2,Closed,01/16/2019,Special Education School,2,No,No,No,,,,,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not Reported,As reported
2018-2019,8,COLORADO,CO,SUMMIT MIDDLE CHARTER SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-8387,80249001517,801517,4655 HANOVER AVENUE,,,BOULDER,CO,80305,,4655 HANOVER AVENUE,,,BOULDER,CO,80305,6036.0,(720)561-3900,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,Yes,0480,Boulder Valley School District No. Re2,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,8,COLORADO,CO,SUPERIOR ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-8418,80249001518,801518,1800 SOUTH INDIANA ST.,,,SUPERIOR,CO,80027,,1800 SOUTH INDIANA ST.,,,SUPERIOR,CO,80027,8313.0,(720)561-4100,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,MONARCH K-8 SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-6000,80249001573,801573,263 CAMPUS DRIVE,,,LOUISVILLE,CO,80027,,263 CAMPUS DRIVE,,,LOUISVILLE,CO,80027,9727.0,(720)561-4000,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2018-2019,8,COLORADO,CO,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-0919,80249001630,801630,3995 EAST AURORA AVENUE,,,BOULDER,CO,80303,,3995 EAST AURORA AVENUE,,,BOULDER,CO,80303,2543.0,(720)561-6500,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2018-2019,8,COLORADO,CO,BOULDER PREP CHARTER HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-0934,80249001631,801631,5075 CHAPARRAL COURT #1,,,BOULDER,CO,80301,3351.0,5075 CHAPARRAL COURT #1,,,BOULDER,CO,80301,3591.0,(303)545-6186,,1,Open,1,Open,01/16/2019,Alternative School,4,No,No,Yes,0480,Boulder Valley School District No. Re2,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,MONARCH HIGH SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-5999,80249001632,801632,329 CAMPUS DRIVE,,,LOUISVILLE,CO,80027,,329 CAMPUS DRIVE,,,LOUISVILLE,CO,80027,9746.0,(720)561-4200,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,8,COLORADO,CO,ASPEN CREEK K-8 SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-0441,80249001758,801758,5500 ASPEN CREEK DRIVE,,,BROOMFIELD,CO,80020,,5500 ASPEN CREEK DRIVE,,,BROOMFIELD,CO,80020,6166.0,(720)561-8000,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2018-2019,8,COLORADO,CO,ELDORADO K-8 SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-2589,80249001771,801771,3351 SOUTH INDIANA STREET,,,SUPERIOR,CO,80027,,3351 SOUTH INDIANA STREET,,,SUPERIOR,CO,80027,4668.0,(720)561-4400,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2018-2019,8,COLORADO,CO,PEAK TO PEAK CHARTER SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-6816,80249001792,801792,800 MERLIN DRIVE,,,LAFAYETTE,CO,80026,,800 MERLIN DRIVE,,,LAFAYETTE,CO,80026,2146.0,(303)453-4600,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,Yes,0480,Boulder Valley School District No. Re2,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2018-2019,8,COLORADO,CO,JUSTICE HIGH CHARTER SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-4496,80249002013,802013,805 EXCALIBUR,,,LAFAYETTE,CO,80026,,805 EXCALIBUR,,,LAFAYETTE,CO,80026,1924.0,(720)935-1337,,1,Open,1,Open,01/16/2019,Alternative School,4,No,No,Yes,0480,Boulder Valley School District No. Re2,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2018-2019,8,COLORADO,CO,FIRESIDE ELEMENTARY SCHOOL,Boulder Valley School District No. Re2,1,,CO-0480,802490,CO-0480-2940,80249006154,806154,845 WEST DAHLIA,,,LOUISVILLE,CO,80027,,845 WEST DAHLIA,,,LOUISVILLE,CO,80027,9585.0,(720)561-7900,,1,Open,1,Open,01/16/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
