SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2018-2019,51,VIRGINIA,VA,BUCKINGHAM CO PRIMARY,BUCKINGHAM CO PBLC SCHS,1,,VA-015,5100540,VA-015-0150723,510054002869,5102869,128 Frank Harris Road,,,Dillwyn,VA,23936,,128 Frank Harris Road,,,Dillwyn,VA,23936,,(434)505-0001,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,02,Elementary,As reported
2018-2019,51,VIRGINIA,VA,BUCKINGHAM CO ELEM,BUCKINGHAM CO PBLC SCHS,1,,VA-015,5100540,VA-015-0150724,510054002870,5102870,40 Frank Harris Road,,,Dillwyn,VA,23936,,40 Frank Harris Raod,,,Dillwyn,VA,23936,,(434)505-0000,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,ENDERLY HEIGHTS ELEM,BUENA VISTA CITY PBLC SCHS,1,,VA-103,5100560,VA-103-1030040,510056000215,5100215,101 Woodland Ave,,,Buena Vista,VA,24416,,101 Woodland Ave,,,Buena Vista,VA,24416,,(540)261-6151,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,FW KLING JR ELEM,BUENA VISTA CITY PBLC SCHS,1,,VA-103,5100560,VA-103-1030070,510056000216,5100216,3400 Lombardy Ave,,,Buena Vista,VA,24416,,3400 Lombardy Ave,,,Buena Vista,VA,24416,,(540)261-6717,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,02,Elementary,As reported
2018-2019,51,VIRGINIA,VA,PARRY MCCLUER HIGH,BUENA VISTA CITY PBLC SCHS,1,,VA-103,5100560,VA-103-1030062,510056000217,5100217,100 Bradford Drive,,,Buena Vista,VA,24416,,100 Bradford Drive,,,Buena Vista,VA,24416,,(540)261-2127,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,08,12,High,As reported
2018-2019,51,VIRGINIA,VA,PARRY MCCLUER MIDDLE,BUENA VISTA CITY PBLC SCHS,1,,VA-103,5100560,VA-103-1030061,510056000218,5100218,2329 Chestnut Ave,,,Buena Vista,VA,24416,,2329 Chestnut Ave,,,Buena Vista,VA,24416,,(540)261-7340,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,06,07,Middle,As reported
2018-2019,51,VIRGINIA,VA,ALTAVISTA ELEM,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160560,510060000219,5100219,1003 Lynch Mill Rd,,,Altavista,VA,24517,1028.0,1003 Lynch Mill Rd,,,Altavista,VA,24517,1028.0,(434)369-5665,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,ALTAVISTA HIGH,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160200,510060000220,5100220,904 Bedford Avenue,,,Altavista,VA,24517,,904 Bedford Avenue,,,Altavista,VA,24517,,(434)369-4768,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2018-2019,51,VIRGINIA,VA,BROOKVILLE HIGH,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160720,510060000223,5100223,100 Laxton Rd,,,Lynchburg,VA,24502,,100 Laxton Rd,,,Lynchburg,VA,24502,,(434)239-2636,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,51,VIRGINIA,VA,BROOKVILLE MIDDLE,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160020,510060000224,5100224,320 Bee Dr,,,Lynchburg,VA,24502,,320 Bee Dr,,,Lynchburg,VA,24502,,(434)239-9267,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,51,VIRGINIA,VA,CAMPBELL CO TECH  CTR,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160030,510060000225,5100225,194 Dennis Riddle Rd,,,Rustburg,VA,24588,,194 Dennis Riddle Rd,,,Rustburg,VA,24588,,(434)821-6213,,1,Open,1,Open,01/09/2019,Career and Technical School,3,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,CONCORD ELEM,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160130,510060000226,5100226,PO Box 95,,,Concord,VA,24538,,9339 Village Hwy,,,Concord,VA,24538,,(434)993-2257,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,LEESVILLE ROAD ELEM,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160690,510060000230,5100230,25 Lewis Way,,,Lynchburg,VA,24502,,25 Lewis Way,,,Lynchburg,VA,24502,,(434)239-0303,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,RUSTBURG HIGH,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160222,510060000231,5100231,PO Box 830,,,Rustburg,VA,24588,,1671 Village Hwy,,,Rustburg,VA,24588,,(434)332-5171,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,51,VIRGINIA,VA,TOMAHAWK ELEM,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160060,510060000232,5100232,155 Bee Drive,,,Lynchburg,VA,24502,,155 Bee Drive,,,Lynchburg,VA,24502,,(434)237-4090,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,WILLIAM CAMPBELL HIGH,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160542,510060000233,5100233,PO Box 7,,,Naruna,VA,24576,,474 William Campbell Dr,,,Naruna,VA,24576,,(434)376-2015,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2018-2019,51,VIRGINIA,VA,YELLOW BRANCH ELEM,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160710,510060000234,5100234,377 Dennis Riddle Dr,,,Rustburg,VA,24588,,377 Dennis Riddle Dr,,,Rustburg,VA,24588,,(434)821-1021,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,CORNERSTONE LEARNING CENTER,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160822,510060002332,5102332,194 Dennis Riddle Dr.,,,Rustburg,VA,24588,,194 Dennis Riddle Dr.,,,Rustburg,VA,24588,,(434)332-8638,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,RUSTBURG ELEM,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160821,510060002528,5102528,25 Webb's Way,,,Rustburg,VA,24588,,201 Village Hwy,,,Rustburg,VA,24588,,(434)332-5215,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,RUSTBURG MIDDLE,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160211,510060002771,5102771,555 Village Highway,,,Rustburg,VA,24588,,555 Village Highway,,,Rustburg,VA,24588,,(434)332-5141,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,51,VIRGINIA,VA,BROOKNEAL ELEM,CAMPBELL CO PBLC SCHS,1,,VA-016,5100600,VA-016-0160650,510060002834,5102834,PO Box36,,,Brookneal,VA,24528,,133 Charlotte St.,,,Brookneal,VA,24528,,(434)376-2042,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,CAROLINE MIDDLE,CAROLINE CO PBLC SCHS,1,,VA-017,5100660,VA-017-0170450,510066000051,5100051,13325 Devils Three Jump Road,,,Milford,VA,22514,,13325 Devils Three Jump Road,,,Milford,VA,22514,,(804)633-6561,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,51,VIRGINIA,VA,BOWLING GREEN ELEM,CAROLINE CO PBLC SCHS,1,,VA-017,5100660,VA-017-0170620,510066000237,5100237,17502 New Baltimore Road,,,Milford,VA,22514,,17502 New Baltimore Road,,,Milford,VA,22514,,(804)596-2391,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,CAROLINE HIGH,CAROLINE CO PBLC SCHS,1,,VA-017,5100660,VA-017-0170460,510066000238,5100238,19155 Rodgers Clark Blvd,,,Milford,VA,22514,,19155 Rodgers Clark Blvd,,,Milford,VA,22514,,(804)633-9886,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,51,VIRGINIA,VA,MADISON ELEM,CAROLINE CO PBLC SCHS,1,,VA-017,5100660,VA-017-0170630,510066000241,5100241,9075 Chance Place,,,Ruther Glen,VA,22546,,9075 Chance Place,,,Ruther Glen,VA,22546,,(804)448-2171,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,LEWIS & CLARK ELEM,CAROLINE CO PBLC SCHS,1,,VA-017,5100660,VA-017-0179020,510066002784,5102784,18101 Clark & York Blvd,,,Ruther Glen,VA,22546,,18101 Clark & York Blvd,,,Ruther Glen,VA,22546,,(804)448-0175,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,CARROLL COUNTY HIGH,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181230,510069000242,5100242,100 Cavs Lane,,,Hillsville,VA,24343,,100 Cavs Lane,,,Hillsville,VA,24343,,(276)728-2125,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,51,VIRGINIA,VA,FANCY GAP ELEM,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181180,510069000244,5100244,63 Winding Ridge Rd,,,Fancy Gap,VA,24328,,63 Winding Ridge Rd,,,Fancy Gap,VA,24328,,(276)728-7504,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,GLADESBORO ELEM,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181150,510069000245,5100245,7845 Snake Creek,,,Hillsville,VA,24343,,7845 Snake Creek,,,Hillsville,VA,24343,,(276)398-2493,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,GLADEVILLE ELEM,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181210,510069000246,5100246,3117 Glendale Rd,,,Galax,VA,24333,,3117 Glendale Rd,,,Galax,VA,24333,,(276)236-5449,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,HILLSVILLE ELEM,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181170,510069000247,5100247,90 Patriot Lane,,,Hillsville,VA,24343,,90 Patriot Lane,,,Hillsville,VA,24343,,(276)728-7312,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,LAUREL ELEM,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181160,510069000250,5100250,26 Pleasant View Road,,,Austinville,VA,24312,,26 Pleasant View Road,,,Austinville,VA,24312,,(276)728-9247,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,OAKLAND ELEM,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181130,510069000253,5100253,4930 Pipers Gap Road,,,Galax,VA,24333,,4930 Pipers Gap Road,,,Galax,VA,24333,,(276)236-3049,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,ST PAUL,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181110,510069000254,5100254,231 Flower Gap Road,,,Cana,VA,24317,,231 Flower Gap Road,,,Cana,VA,24317,,(276)755-3512,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,PK,07,Elementary,As reported
2018-2019,51,VIRGINIA,VA,CARROLL COUNTY MIDDLE,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0180450,510069000257,5100257,1036 N. Main Street,,,Hillsville,VA,24343,,1036 N. Main Street,,,Hillsville,VA,24343,,(276)728-4211,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,51,VIRGINIA,VA,CARROLL COUNTY ED CENTER,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0181240,510069002489,5102489,205 Oak Street,,,Hillsville,VA,24343,,205 Oak Street,,,Hillsville,VA,24343,,(276)728-9055,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,BLUE RIDGE CROSSROADS GOV ACAD FOR TECHNICAL ED,CARROLL CO PBLC SCHS,1,,VA-018,5100690,VA-018-0187313,510069002985,5102985,100 Cavs Lane,,,Hillsville,VA,24343,,100 Cavs Lane,,,Hillsville,VA,24343,,(276)728-2125,,1,Open,1,Open,01/09/2019,Career and Technical School,3,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,CHARLES CITY CO HIGH,CHARLES CITY CO PBLC SCHS,1,,VA-019,5100720,VA-019-0190100,510072000258,5100258,10039 Courthouse Rd,,,Charles City,VA,23030,3440.0,10039 Courthouse Rd,,,Charles City,VA,23030,3440.0,(804)829-9249,http://www.ccps.net,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2018-2019,51,VIRGINIA,VA,CHARLES CITY CO ELEM,CHARLES CITY CO PBLC SCHS,1,,VA-019,5100720,VA-019-0190080,510072000260,5100260,10049 Courthouse Rd,,,Charles City,VA,23030,3440.0,10049 Courthouse Rd,,,Charles City,VA,23030,3440.0,(804)829-9256,http://www.ccps.net,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,51,VIRGINIA,VA,BACON DISTRICT ELEM,CHARLOTTE CO PBLC SCHS,1,,VA-020,5100750,VA-020-0200470,510075000262,5100262,840 Bacon School Rd,,,Saxe,VA,23967,,840 Bacon School Rd,,,Saxe,VA,23967,,(434)735-8612,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,CENTRAL MIDDLE,CHARLOTTE CO PBLC SCHS,1,,VA-020,5100750,VA-020-0200210,510075000264,5100264,PO Box 748,,,Charlotte Court House,VA,23923,,250 Statesman Dr,,,Charlotte Court House,VA,23923,,(434)542-4536,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,51,VIRGINIA,VA,PHENIX ELEM,CHARLOTTE CO PBLC SCHS,1,,VA-020,5100750,VA-020-0200450,510075000267,5100267,400  Red House Road,,,Phenix,VA,23959,,400 Red House Road,,,Phenix,VA,23959,,(434)542-5570,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,RANDOLPH-HENRY HIGH,CHARLOTTE CO PBLC SCHS,1,,VA-020,5100750,VA-020-0200460,510075000270,5100270,PO Box 668,,,Charlotte C H,VA,23923,,755 David Bruce Ave,,,Charlotte C H,VA,23923,,(434)542-4111,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,51,VIRGINIA,VA,EUREKA ELEM,CHARLOTTE CO PBLC SCHS,1,,VA-020,5100750,VA-020-0200100,510075002005,5102005,315 Eureka School Rd,,,Keysville,VA,23947,,315 Eureka School Rd,,,Keysville,VA,23947,,(434)736-8458,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,51,VIRGINIA,VA,JOHNSON ELEM,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040010,510078000266,5100266,1645 Cherry Avenue,,,Charlottesville,VA,22903,3704.0,1645 Cherry Avenue,,,Charlottesville,VA,22903,3704.0,(434)245-2417,http://www.charlottesvilleschools.org/johnson/,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2018-2019,51,VIRGINIA,VA,BUFORD MIDDLE,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040100,510078000271,5100271,1000 Cherry Avenue,,,Charlottesville,VA,22903,3852.0,1000 Cherry Avenue,,,Charlottesville,VA,22903,3852.0,(434)245-2411,http://www.charlottesvilleschools.org/buford/,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2018-2019,51,VIRGINIA,VA,BURNLEY-MORAN ELEM,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040070,510078000272,5100272,1300 Long Street,,,Charlottesville,VA,22901,4936.0,1300 Long Street,,,Charlottesville,VA,22901,4936.0,(434)245-2413,http://www.charlottesvilleschools.org/burnley-moran/,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2018-2019,51,VIRGINIA,VA,CHARLOTTESVILLE HIGH,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040140,510078000273,5100273,1400 Melbourne Road,,,Charlottesville,VA,22901,3148.0,1400 Melbourne Road,,,Charlottesville,VA,22901,3148.0,(434)245-2410,http://www.charlottesvilleschools.org/chs/,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2018-2019,51,VIRGINIA,VA,GREENBRIER ELEM,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040090,510078000275,5100275,2228 Greenbrier Drive,,,Charlottesville,VA,22901,2918.0,2228 Greenbrier Drive,,,Charlottesville,VA,22901,2918.0,(434)245-2415,http://www.charlottesvilleschools.org/greenbrier/,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2018-2019,51,VIRGINIA,VA,JACKSON-VIA ELEM,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040120,510078000276,5100276,508 Harris Road,,,Charlottesville,VA,22903,4322.0,508 Harris Road,,,Charlottesville,VA,22903,4322.0,(434)245-2416,http://www.charlottesvilleschools.org/jackson-via/,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2018-2019,51,VIRGINIA,VA,WALKER UPPER ELEM,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040110,510078000279,5100279,1564 Dairy Road,,,Charlottesville,VA,22903,1304.0,1564 Dairy Road,,,Charlottesville,VA,22903,1304.0,(434)245-2412,http://www.charlottesvilleschools.org/walker,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported
2018-2019,51,VIRGINIA,VA,CLARK ELEM,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040050,510078002110,5102110,1000 Belmont Avenue,,,Charlottesville,VA,22902,5908.0,1000 Belmont Avenue,,,Charlottesville,VA,22902,5908.0,(434)245-2414,http://www.charlottesvilleschools.org/clark/,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2018-2019,51,VIRGINIA,VA,VENABLE ELEM,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040040,510078002143,5102143,406 14th Street NW,,,Charlottesville,VA,22903,2305.0,406 14th Street NW,,,Charlottesville,VA,22903,2305.0,(434)245-2418,http://www.charlottesvilleschools.org/venable/,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2018-2019,51,VIRGINIA,VA,CHARLOTTESVILLE ALTERNATIVE,CHARLOTTESVILLE CTY PBLC SCHS,1,,VA-104,5100780,VA-104-1040242,510078002550,5102550,341 11th Street NW,,,Charlottesville,VA,22903,2321.0,341 11th Street NW,,,Charlottesville,VA,22903,2321.0,(434)245-2406,http://www.charlottesvilleschools.org/lma,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,B M WILLIAMS PRIMARY,CHESAPEAKE CITY PBLC SCHS,1,,VA-136,5100810,VA-136-1360630,510081000280,5100280,1100 Battlefield Blvd N,,,Chesapeake,VA,23320,,1100 Battlefield Blvd N,,,Chesapeake,VA,23320,,(757)547-0238,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,02,Elementary,As reported
