SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2018-2019,15,HAWAII,HI,Henry Perrine Baldwin High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-400,150003000056,1500056,1650 Kaahumanu Ave,,,Wailuku,HI,96793,,1650 Kaahumanu Ave,,,Wailuku,HI,96793,,(808)984-5656,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Haiku Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-401,150003000057,1500057,105 Pauwela Rd,,,Haiku,HI,96708,,105 Pauwela Rd,,,Haiku,HI,96708,,(808)575-3000,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Hana High & Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-402,150003000058,1500058,PO Box 128,,,Hana,HI,96713,,4111 Hana Hwy,,,Hana,HI,96713,,(808)248-4815,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported
2018-2019,15,HAWAII,HI,Iao Intermediate School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-404,150003000059,1500059,260 S Market St,,,Wailuku,HI,96793,,260 S Market St,,,Wailuku,HI,96793,,(808)984-5610,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,15,HAWAII,HI,Kahului Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-405,150003000060,1500060,410 S Hina Ave,,,Kahului,HI,96732,,410 S Hina Ave,,,Kahului,HI,96732,,(808)873-3055,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,King Kamehameha III Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-406,150003000061,1500061,611 Front St,,,Lahaina,HI,96761,,611 Front St,,,Lahaina,HI,96761,,(808)662-3955,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Kaunakakai Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-407,150003000062,1500062,PO Box 1950,,,Kaunakakai,HI,96748,,30 Ailoa St,,,Kaunakakai,HI,96748,,(808)533-1730,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Kihei Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-409,150003000064,1500064,250 E Lipoa St,,,Kihei,HI,96753,,250 E Lipoa St,,,Kihei,HI,96753,,(808)875-6818,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Kilohana Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-410,150003000065,1500065,HC 01,Box 334,,Kaunakakai,HI,96748,9701.0,Kamehameha V Hwy,,,Kaunakakai,HI,96748,,(808)558-2200,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Kualapuu School - Public Conversion Charter,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-411,150003000066,1500066,PO Box 260,,,Kualapuu,HI,96757,,260 Farrington Ave,,,Kualapuu,HI,96757,,(808)567-6900,,1,Open,1,Open,12/17/2018,Regular School,1,No,No,Yes,S-734,State Public Charter School Commission,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Kula Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-412,150003000067,1500067,5000 Kula Hwy,,,Kula,HI,96790,8110.0,5000 Kula Hwy,,,Kula,HI,96790,8110.0,(808)876-7610,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Lahaina Intermediate School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-413,150003000068,1500068,871 Lahainaluna Rd,,,Lahaina,HI,96761,,871 Lahainaluna Rd,,,Lahaina,HI,96761,,(808)662-3965,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,15,HAWAII,HI,Lahainaluna High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-414,150003000069,1500069,980 Lahainaluna Rd,,,Lahaina,HI,96761,,980 Lahainaluna Rd,,,Lahaina,HI,96761,,(808)662-4000,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Lanai High & Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-415,150003000070,1500070,PO Box 630630,,,Lanai City,HI,96763,,555 Fraser Ave,,,Lanai City,HI,96763,,(808)565-7900,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported
2018-2019,15,HAWAII,HI,Lihikai Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-416,150003000071,1500071,335 S Papa Ave,,,Kahului,HI,96732,,335 S Papa Ave,,,Kahului,HI,96732,,(808)873-3033,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Makawao Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-417,150003000072,1500072,3542 Baldwin Ave,,,Makawao,HI,96768,,3542 Baldwin Ave,,,Makawao,HI,96768,,(808)573-8770,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Maui High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-418,150003000073,1500073,660 S Lono Ave,,,Kahului,HI,96732,,660 S Lono Ave,,,Kahului,HI,96732,,(808)873-3000,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Maunaloa Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-419,150003000074,1500074,PO Box 128,,,Maunaloa,HI,96770,,128 Maunaloa Hwy,,,Maunaloa,HI,96770,,(808)552-2000,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Molokai High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-421,150003000075,1500075,PO Box 158,,,Hoolehua,HI,96729,,2140 Farrington Ave,,,Hoolehua,HI,96729,,(808)567-6950,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Paia Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-422,150003000076,1500076,955 Baldwin Ave,,,Paia,HI,96779,,955 Baldwin Ave,,,Paia,HI,96779,,(808)579-2100,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Pukalani Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-426,150003000077,1500077,2945 Iolani St,,,Pukalani,HI,96768,,2945 Iolani St,,,Pukalani,HI,96768,,(808)573-8760,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Waihee Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-424,150003000079,1500079,2125 Kahekili Hwy,,,Wailuku,HI,96793,,2125 Kahekili Hwy,,,Wailuku,HI,96793,,(808)984-5644,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Wailuku Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-6-425,150003000080,1500080,355 S High St,,,Wailuku,HI,96793,,355 S High St,,,Wailuku,HI,96793,,(808)984-5622,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Eleele Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-451,150003000081,1500081,PO Box 38,,,Eleele,HI,96705,,4750 Uliuli Rd,,,Eleele,HI,96705,,(808)335-2111,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Hanalei Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-452,150003000082,1500082,PO Box 46,,,Hanalei,HI,96714,,5-5415 Kuhio Hwy,,,Hanalei,HI,96714,,(808)826-4300,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Kalaheo Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-453,150003000083,1500083,4400 Maka Rd,,,Kalaheo,HI,96741,,4400 Maka Rd,,,Kalaheo,HI,96741,,(808)332-6801,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Kapaa Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-454,150003000084,1500084,4886 Kawaihau Rd,,,Kapaa,HI,96746,,4886 Kawaihau Rd,,,Kapaa,HI,96746,,(808)821-4424,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Kapaa High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-455,150003000085,1500085,4695 Mailihuna Rd,,,Kapaa,HI,96746,,4695 Mailihuna Rd,,,Kapaa,HI,96746,,(808)821-4400,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Kauai High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-456,150003000086,1500086,3577 Lala Rd,,,Lihue,HI,96766,,3577 Lala Rd,,,Lihue,HI,96766,,(808)274-3160,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Kekaha Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-458,150003000088,1500088,PO Box 580,,,Kekaha,HI,96752,,8140 Kekaha Rd,,,Kekaha,HI,96752,,(808)337-7655,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Kilauea Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-459,150003000089,1500089,2440 Kolo Rd,,,Kilauea,HI,96754,,2440 Kolo Rd,,,Kilauea,HI,96754,,(808)828-1212,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Koloa Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-460,150003000090,1500090,3223 Poipu Rd,,,Koloa,HI,96756,,3223 Poipu Rd,,,Koloa,HI,96756,,(808)742-8460,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Niihau High & Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-461,150003000091,1500091,c/o Waimea High School,PO Box 339,,Waimea,HI,96796,,c/o Waimea High School,9707 Tsuchiya Rd,,Waimea,HI,96796,,(808)338-6800,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported
2018-2019,15,HAWAII,HI,Waimea Canyon Middle School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-464,150003000092,1500092,PO Box 518,,,Waimea,HI,96796,,9555 Huakai Rd,,,Waimea,HI,96796,,(808)338-6830,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2018-2019,15,HAWAII,HI,Waimea High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-462,150003000093,1500093,PO Box 339,,,Waimea,HI,96796,,9707 Tsuchiya Rd,,,Waimea,HI,96796,,(808)338-6800,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Elsie H Wilcox Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-7-463,150003000094,1500094,4319 Hardy St,,,Lihue,HI,96766,,4319 Hardy St,,,Lihue,HI,96766,,(808)274-3150,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Hawaii School for the Deaf and Blind,Hawaii Department of Education,1,,HI-001,1500030,HI-001-1-470,150003000096,1500096,3440 Leahi Ave,,,Honolulu,HI,96815,,3440 Leahi Ave,,,Honolulu,HI,96815,,(808)733-4999,,1,Open,1,Open,12/16/2018,Special Education School,2,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported
2018-2019,15,HAWAII,HI,Pohukaina School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-1-495,150003000097,1500097,637 18th Ave,,,Honolulu,HI,96816,,637 18th Ave,,,Honolulu,HI,96816,,(808)733-4400,,6,Inactive,6,Inactive,12/16/2018,Special Education School,2,No,No,Not applicable,,,,,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not Reported,As reported
2018-2019,15,HAWAII,HI,Olomana School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-4-475,150003000098,1500098,42-522 Kalanianaole Hwy,,,Kailua,HI,96734,,42-522 Kalanianaole Hwy,,,Kailua,HI,96734,,(808)266-7866,,1,Open,1,Open,12/16/2018,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,07,12,High,As reported
2018-2019,15,HAWAII,HI,Mililani Mauka Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-2-241,150003000099,1500099,95-1111 Makaikai St,,,Mililani,HI,96789,,95-1111 Makaikai St,,,Mililani,HI,96789,,(808)626-3350,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Castle High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-4-301,150003000100,1500100,45-386 Kaneohe Bay Dr,,,Kaneohe,HI,96744,,45-386 Kaneohe Bay Dr,,,Kaneohe,HI,96744,,(808)233-5600,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Aikahi Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-4-300,150003000101,1500101,281 Ilihau St,,,Kailua,HI,96734,,281 Ilihau St,,,Kailua,HI,96734,,(808)254-7944,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Mililani High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-2-216,150003000102,1500102,95-1200 Meheula Pkwy,,,Mililani,HI,96789,,95-1200 Meheula Pkwy,,,Mililani,HI,96789,,(808)627-7747,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Moanalua High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-2-218,150003000103,1500103,2825 Ala Ilima St,,,Honolulu,HI,96819,,2825 Ala Ilima St,,,Honolulu,HI,96819,,(808)837-8455,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Moanalua Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-2-217,150003000104,1500104,1337 Mahiole St,,,Honolulu,HI,96819,,1337 Mahiole St,,,Honolulu,HI,96819,,(808)831-7878,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Mililani Waena Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-2-234,150003000105,1500105,95-502 Kipapa Dr,,,Mililani,HI,96789,,95-502 Kipapa Dr,,,Mililani,HI,96789,,(808)627-7300,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Mililani Uka Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-2-242,150003000106,1500106,94-380 Kuahelani Ave,,,Mililani,HI,96789,,94-380 Kuahelani Ave,,,Mililani,HI,96789,,(808)627-7303,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2018-2019,15,HAWAII,HI,Makalapa Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-2-215,150003000107,1500107,4435 Salt Lake Blvd,,,Honolulu,HI,96818,,4435 Salt Lake Blvd,,,Honolulu,HI,96818,,(808)421-4110,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Leilehua High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-2-214,150003000108,1500108,1515 California Ave,,,Wahiawa,HI,96786,,1515 California Ave,,,Wahiawa,HI,96786,,(808)622-6550,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Waiau Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-288,150003000109,1500109,98-450 Hookanike St,,,Pearl City,HI,96782,,98-450 Hookanike St,,,Pearl City,HI,96782,,(808)453-6530,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Waianae High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-272,150003000110,1500110,85-251 Farrington Hwy,,,Waianae,HI,96792,,85-251 Farrington Hwy,,,Waianae,HI,96792,,(808)697-7017,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Waianae Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-270,150003000111,1500111,85-220 McArthur St,,,Waianae,HI,96792,,85-220 McArthur St,,,Waianae,HI,96792,,(808)697-7083,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Pohakea Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-269,150003000112,1500112,91-750 Fort Weaver Rd,,,Ewa Beach,HI,96706,,91-750 Fort Weaver Rd,,,Ewa Beach,HI,96706,,(808)689-1290,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Pearl City Highlands School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-267,150003000113,1500113,1419 Waimanalo Home Rd,,,Pearl City,HI,96782,,1419 Waimanalo Home Rd,,,Pearl City,HI,96782,,(808)453-6470,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Pearl City High School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-266,150003000114,1500114,2100 Hookiekie St,,,Pearl City,HI,96782,,2100 Hookiekie St,,,Pearl City,HI,96782,,(808)453-6500,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,09,12,High,As reported
2018-2019,15,HAWAII,HI,Pearl City Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-265,150003000115,1500115,1090 Waimano Home Rd,,,Pearl City,HI,96782,,1090 Waimano Home Rd,,,Pearl City,HI,96782,,(808)453-6455,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Palisades Elementary School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-264,150003000116,1500116,2306 Auhuhu St,,,Pearl City,HI,96782,,2306 Auhuhu St,,,Pearl City,HI,96782,,(808)453-6550,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2018-2019,15,HAWAII,HI,Nanakuli High & Intermediate School,Hawaii Department of Education,1,,HI-001,1500030,HI-001-3-263,150003000117,1500117,89-980 Nanakuli Ave,,,Waianae,HI,96792,,89-980 Nanakuli Ave,,,Waianae,HI,96792,,(808)668-5823,,1,Open,1,Open,12/16/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,07,12,High,As reported
